student_id,grade,state_code,state_name,city_tier,subscription_type,gender,age_group,enrollment_cohort,is_jee_aspirant,is_neet_aspirant
STU000933,Grade 12,TN,Tamil Nadu,Tier 1,Premium,Male,16-18,2023-03,True,False
STU000934,Grade 12,KA,Karnataka,Tier 3,Free,Female,16-18,2023-08,False,False
STU000935,Grade 9,WB,West Bengal,Tier 3,Free,Female,14-15,2023-09,False,False
STU000936,Grade 11,RJ,Rajasthan,Tier 2,Basic,Male,16-18,2023-05,True,True
STU000937,Grade 11,GJ,Gujarat,Tier 2,Premium,Female,16-18,2023-12,True,True
STU000938,Grade 12,MP,Madhya Pradesh,Tier 2,Free,Male,16-18,2023-01,True,False
STU000939,Grade 12,DL,Delhi,Tier 1,Premium,Female,16-18,2023-04,True,False
STU000940,Grade 9,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-03,False,False
STU000941,Grade 11,UP,Uttar Pradesh,Tier 2,Basic,Female,16-18,2023-10,True,False
STU000942,Grade 9,BR,Bihar,Tier 2,Basic,Other,14-15,2023-06,False,False
STU000943,Grade 11,TN,Tamil Nadu,Tier 1,Free,Female,16-18,2023-04,True,False
STU000944,Grade 12,KA,Karnataka,Tier 1,Premium,Female,16-18,2023-10,False,True
STU000945,Grade 11,WB,West Bengal,Tier 2,Free,Male,16-18,2023-02,True,False
STU000946,Grade 11,RJ,Rajasthan,Tier 2,Premium,Female,16-18,2023-12,False,False
STU000947,Grade 11,GJ,Gujarat,Tier 1,Basic,Female,16-18,2023-03,False,False
STU000948,Grade 10,MP,Madhya Pradesh,Tier 1,Basic,Other,14-15,2023-04,False,False
STU000949,Grade 11,DL,Delhi,Tier 1,Premium,Male,16-18,2023-07,True,True
STU000950,Grade 11,MH,Maharashtra,Tier 3,Basic,Male,16-18,2023-07,False,False
STU000951,Grade 11,UP,Uttar Pradesh,Tier 2,Free,Female,16-18,2023-07,False,True
STU000952,Grade 10,BR,Bihar,Tier 2,Premium,Other,14-15,2023-06,False,False
STU000953,Grade 12,TN,Tamil Nadu,Tier 2,Premium,Female,16-18,2023-12,True,True
STU000954,Grade 9,KA,Karnataka,Tier 1,Premium,Female,14-15,2023-09,False,False
STU000955,Grade 11,WB,West Bengal,Tier 3,Free,Female,16-18,2023-05,False,False
STU000956,Grade 12,RJ,Rajasthan,Tier 2,Free,Male,16-18,2023-09,False,True
STU000957,Grade 9,GJ,Gujarat,Tier 2,Basic,Male,14-15,2023-09,False,False
STU000958,Grade 10,MP,Madhya Pradesh,Tier 3,Free,Male,14-15,2023-09,False,False
STU000959,Grade 9,DL,Delhi,Tier 3,Basic,Male,14-15,2023-03,False,False
STU000960,Grade 10,MH,Maharashtra,Tier 2,Premium,Male,14-15,2023-04,False,False
STU000961,Grade 12,UP,Uttar Pradesh,Tier 1,Basic,Female,16-18,2023-08,True,False
STU000962,Grade 10,BR,Bihar,Tier 3,Free,Female,14-15,2023-08,False,False
STU000963,Grade 11,TN,Tamil Nadu,Tier 2,Premium,Male,16-18,2023-12,True,False
STU000964,Grade 11,KA,Karnataka,Tier 3,Premium,Male,16-18,2023-06,False,False
STU000965,Grade 11,WB,West Bengal,Tier 2,Premium,Female,16-18,2023-03,False,False
STU000966,Grade 9,RJ,Rajasthan,Tier 3,Free,Female,14-15,2023-09,False,False
STU000967,Grade 9,GJ,Gujarat,Tier 1,Basic,Female,14-15,2023-02,False,False
STU000968,Grade 9,MP,Madhya Pradesh,Tier 1,Premium,Male,14-15,2023-11,False,False
STU000969,Grade 11,DL,Delhi,Tier 1,Premium,Female,16-18,2023-01,True,False
STU000970,Grade 12,MH,Maharashtra,Tier 2,Basic,Male,16-18,2023-08,True,False
STU000971,Grade 10,UP,Uttar Pradesh,Tier 3,Free,Female,14-15,2023-06,False,False
STU000972,Grade 10,BR,Bihar,Tier 2,Premium,Male,14-15,2023-01,False,False
STU000973,Grade 11,TN,Tamil Nadu,Tier 3,Free,Female,16-18,2023-05,False,True
STU000974,Grade 9,KA,Karnataka,Tier 2,Basic,Male,14-15,2023-10,False,False
STU000975,Grade 11,WB,West Bengal,Tier 1,Free,Male,16-18,2023-03,True,False
STU000976,Grade 11,RJ,Rajasthan,Tier 3,Premium,Female,16-18,2023-03,False,True
STU000977,Grade 11,GJ,Gujarat,Tier 2,Basic,Female,16-18,2023-10,True,True
STU000978,Grade 11,MP,Madhya Pradesh,Tier 2,Premium,Male,16-18,2023-03,True,True
STU000979,Grade 11,DL,Delhi,Tier 1,Basic,Male,16-18,2023-12,False,True
STU000980,Grade 12,MH,Maharashtra,Tier 1,Premium,Male,16-18,2023-05,True,True
STU000981,Grade 11,UP,Uttar Pradesh,Tier 2,Free,Male,16-18,2023-06,False,False
STU000982,Grade 10,BR,Bihar,Tier 2,Free,Male,14-15,2023-07,False,False
STU000983,Grade 10,TN,Tamil Nadu,Tier 1,Basic,Male,14-15,2023-06,False,False
STU000984,Grade 9,KA,Karnataka,Tier 2,Basic,Female,14-15,2023-06,False,False
STU000985,Grade 12,WB,West Bengal,Tier 3,Premium,Male,16-18,2023-12,True,False
STU000986,Grade 12,RJ,Rajasthan,Tier 2,Premium,Male,16-18,2023-07,False,True
STU000987,Grade 11,GJ,Gujarat,Tier 1,Premium,Other,16-18,2023-03,False,True
STU000988,Grade 10,MP,Madhya Pradesh,Tier 2,Free,Male,14-15,2023-05,False,False
STU000989,Grade 10,DL,Delhi,Tier 2,Free,Female,14-15,2023-01,False,False
STU000990,Grade 12,MH,Maharashtra,Tier 2,Free,Male,16-18,2023-11,True,True
STU000991,Grade 12,UP,Uttar Pradesh,Tier 2,Basic,Male,16-18,2023-12,False,False
STU000992,Grade 9,BR,Bihar,Tier 3,Basic,Female,14-15,2023-06,False,False
STU000993,Grade 11,TN,Tamil Nadu,Tier 1,Basic,Male,16-18,2023-01,False,False
STU000994,Grade 12,KA,Karnataka,Tier 3,Basic,Female,16-18,2023-01,True,True
STU000995,Grade 12,WB,West Bengal,Tier 1,Free,Male,16-18,2023-07,True,True
STU000996,Grade 12,RJ,Rajasthan,Tier 2,Premium,Female,16-18,2023-04,False,False
STU000997,Grade 9,GJ,Gujarat,Tier 3,Free,Female,14-15,2023-02,False,False
STU000998,Grade 9,MP,Madhya Pradesh,Tier 2,Basic,Female,14-15,2023-06,False,False
STU000999,Grade 10,DL,Delhi,Tier 1,Premium,Female,14-15,2023-01,False,False
STU001000,Grade 10,MH,Maharashtra,Tier 2,Free,Male,14-15,2023-08,False,False
STU001001,Grade 12,UP,Uttar Pradesh,Tier 2,Basic,Female,16-18,2023-06,True,False
STU001002,Grade 11,BR,Bihar,Tier 1,Premium,Male,16-18,2023-06,True,True
STU001003,Grade 9,TN,Tamil Nadu,Tier 3,Premium,Female,14-15,2023-05,False,False
STU001004,Grade 11,KA,Karnataka,Tier 2,Free,Female,16-18,2023-07,True,False
STU001005,Grade 11,WB,West Bengal,Tier 2,Basic,Male,16-18,2023-05,True,False
STU001006,Grade 10,RJ,Rajasthan,Tier 2,Free,Male,14-15,2023-01,False,False
STU001007,Grade 11,GJ,Gujarat,Tier 2,Premium,Male,16-18,2023-02,True,True
STU001008,Grade 11,MP,Madhya Pradesh,Tier 3,Free,Male,16-18,2023-11,True,False
STU001009,Grade 11,DL,Delhi,Tier 3,Free,Female,16-18,2023-05,False,False
STU001010,Grade 10,MH,Maharashtra,Tier 1,Basic,Male,14-15,2023-01,False,False
STU001011,Grade 10,UP,Uttar Pradesh,Tier 3,Basic,Male,14-15,2023-05,False,False
STU001012,Grade 12,BR,Bihar,Tier 1,Free,Female,16-18,2023-07,True,True
STU001013,Grade 10,TN,Tamil Nadu,Tier 3,Premium,Male,14-15,2023-01,False,False
STU001014,Grade 9,KA,Karnataka,Tier 3,Basic,Female,14-15,2023-11,False,False
STU001015,Grade 9,WB,West Bengal,Tier 3,Basic,Male,14-15,2023-11,False,False
STU001016,Grade 12,RJ,Rajasthan,Tier 3,Free,Male,16-18,2023-12,False,False
STU001017,Grade 12,GJ,Gujarat,Tier 2,Free,Female,16-18,2023-09,False,True
STU001018,Grade 11,MP,Madhya Pradesh,Tier 3,Free,Female,16-18,2023-08,True,True
STU001019,Grade 11,DL,Delhi,Tier 3,Basic,Female,16-18,2023-05,True,True
STU001020,Grade 12,MH,Maharashtra,Tier 2,Free,Male,16-18,2023-12,True,True
STU001021,Grade 12,UP,Uttar Pradesh,Tier 2,Basic,Male,16-18,2023-06,False,True
STU001022,Grade 9,BR,Bihar,Tier 3,Basic,Male,14-15,2023-10,False,False
STU001023,Grade 10,TN,Tamil Nadu,Tier 1,Premium,Male,14-15,2023-06,False,False
STU001024,Grade 10,KA,Karnataka,Tier 2,Premium,Female,14-15,2023-04,False,False
STU001025,Grade 11,WB,West Bengal,Tier 1,Basic,Male,16-18,2023-11,True,False
STU001026,Grade 9,RJ,Rajasthan,Tier 3,Basic,Male,14-15,2023-06,False,False
STU001027,Grade 11,GJ,Gujarat,Tier 3,Free,Male,16-18,2023-01,False,True
STU001028,Grade 9,MP,Madhya Pradesh,Tier 3,Premium,Male,14-15,2023-09,False,False
STU001029,Grade 11,DL,Delhi,Tier 1,Basic,Female,16-18,2023-01,True,False
STU001030,Grade 11,MH,Maharashtra,Tier 3,Premium,Female,16-18,2023-07,True,False
STU001031,Grade 11,UP,Uttar Pradesh,Tier 2,Basic,Male,16-18,2023-08,False,False
STU001032,Grade 12,BR,Bihar,Tier 3,Basic,Female,16-18,2023-11,True,True
STU001033,Grade 12,TN,Tamil Nadu,Tier 1,Basic,Female,16-18,2023-12,True,False
STU001034,Grade 12,KA,Karnataka,Tier 1,Premium,Female,16-18,2023-01,True,False
STU001035,Grade 10,WB,West Bengal,Tier 3,Free,Male,14-15,2023-10,False,False
STU001036,Grade 9,RJ,Rajasthan,Tier 2,Basic,Male,14-15,2023-11,False,False
STU001037,Grade 12,GJ,Gujarat,Tier 2,Free,Male,16-18,2023-04,False,True
STU001038,Grade 12,MP,Madhya Pradesh,Tier 3,Free,Female,16-18,2023-10,True,True
STU001039,Grade 11,DL,Delhi,Tier 2,Free,Male,16-18,2023-09,True,False
STU001040,Grade 9,MH,Maharashtra,Tier 3,Free,Female,14-15,2023-02,False,False
STU001041,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Female,14-15,2023-12,False,False
STU001042,Grade 10,BR,Bihar,Tier 1,Free,Female,14-15,2023-09,False,False
STU001043,Grade 10,TN,Tamil Nadu,Tier 3,Basic,Male,14-15,2023-01,False,False
STU001044,Grade 11,KA,Karnataka,Tier 2,Premium,Male,16-18,2023-12,True,False
STU001045,Grade 12,WB,West Bengal,Tier 3,Basic,Male,16-18,2023-11,False,False
STU001046,Grade 9,RJ,Rajasthan,Tier 1,Premium,Male,14-15,2023-04,False,False
STU001047,Grade 11,GJ,Gujarat,Tier 3,Free,Male,16-18,2023-11,True,True
STU001048,Grade 12,MP,Madhya Pradesh,Tier 1,Premium,Female,16-18,2023-07,True,False
STU001049,Grade 12,DL,Delhi,Tier 1,Premium,Male,16-18,2023-11,True,False
STU001050,Grade 11,MH,Maharashtra,Tier 2,Free,Male,16-18,2023-08,False,False
STU001051,Grade 9,UP,Uttar Pradesh,Tier 2,Basic,Male,14-15,2023-08,False,False
STU001052,Grade 11,BR,Bihar,Tier 3,Basic,Other,16-18,2023-08,True,False
STU001053,Grade 9,TN,Tamil Nadu,Tier 3,Free,Male,14-15,2023-12,False,False
STU001054,Grade 12,KA,Karnataka,Tier 1,Free,Female,16-18,2023-07,True,False
STU001055,Grade 11,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-07,False,False
STU001056,Grade 10,RJ,Rajasthan,Tier 1,Premium,Male,14-15,2023-07,False,False
STU001057,Grade 12,GJ,Gujarat,Tier 3,Basic,Male,16-18,2023-11,True,False
STU001058,Grade 10,MP,Madhya Pradesh,Tier 3,Free,Male,14-15,2023-06,False,False
STU001059,Grade 10,DL,Delhi,Tier 3,Free,Male,14-15,2023-07,False,False
STU001060,Grade 12,MH,Maharashtra,Tier 1,Free,Male,16-18,2023-12,False,False
STU001061,Grade 10,UP,Uttar Pradesh,Tier 2,Free,Female,14-15,2023-03,False,False
STU001062,Grade 12,BR,Bihar,Tier 2,Premium,Male,16-18,2023-07,True,False
STU001063,Grade 9,TN,Tamil Nadu,Tier 2,Basic,Female,14-15,2023-06,False,False
STU001064,Grade 11,KA,Karnataka,Tier 3,Free,Male,16-18,2023-04,True,True
STU001065,Grade 12,WB,West Bengal,Tier 2,Free,Female,16-18,2023-05,True,True
STU001066,Grade 12,RJ,Rajasthan,Tier 3,Free,Male,16-18,2023-09,False,True
STU001067,Grade 11,GJ,Gujarat,Tier 3,Premium,Male,16-18,2023-09,False,False
STU001068,Grade 11,MP,Madhya Pradesh,Tier 3,Basic,Male,16-18,2023-01,False,False
STU001069,Grade 10,DL,Delhi,Tier 3,Basic,Male,14-15,2023-02,False,False
STU001070,Grade 9,MH,Maharashtra,Tier 1,Basic,Male,14-15,2023-05,False,False
STU001071,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Female,14-15,2023-03,False,False
STU001072,Grade 11,BR,Bihar,Tier 2,Basic,Male,16-18,2023-10,False,True
STU001073,Grade 11,TN,Tamil Nadu,Tier 2,Free,Male,16-18,2023-08,True,False
STU001074,Grade 11,KA,Karnataka,Tier 3,Premium,Male,16-18,2023-08,False,False
STU001075,Grade 9,WB,West Bengal,Tier 2,Basic,Female,14-15,2023-09,False,False
STU001076,Grade 11,RJ,Rajasthan,Tier 2,Free,Female,16-18,2023-01,True,False
STU001077,Grade 12,GJ,Gujarat,Tier 3,Free,Male,16-18,2023-04,True,True
STU001078,Grade 12,MP,Madhya Pradesh,Tier 1,Basic,Male,16-18,2023-09,True,False
STU001079,Grade 10,DL,Delhi,Tier 2,Premium,Female,14-15,2023-03,False,False
STU001080,Grade 10,MH,Maharashtra,Tier 2,Basic,Male,14-15,2023-07,False,False
STU001081,Grade 11,UP,Uttar Pradesh,Tier 2,Free,Male,16-18,2023-12,True,False
STU001082,Grade 10,BR,Bihar,Tier 3,Free,Male,14-15,2023-12,False,False
STU001083,Grade 11,TN,Tamil Nadu,Tier 1,Basic,Female,16-18,2023-10,False,False
STU001084,Grade 11,KA,Karnataka,Tier 1,Premium,Female,16-18,2023-01,False,True
STU001085,Grade 12,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-08,True,True
STU001086,Grade 12,RJ,Rajasthan,Tier 2,Basic,Female,16-18,2023-11,False,False
STU001087,Grade 9,GJ,Gujarat,Tier 2,Basic,Female,14-15,2023-02,False,False
STU001088,Grade 10,MP,Madhya Pradesh,Tier 2,Premium,Male,14-15,2023-06,False,False
STU001089,Grade 11,DL,Delhi,Tier 2,Premium,Female,16-18,2023-05,False,False
STU001090,Grade 9,MH,Maharashtra,Tier 2,Basic,Male,14-15,2023-02,False,False
STU001091,Grade 10,UP,Uttar Pradesh,Tier 3,Free,Male,14-15,2023-11,False,False
STU001092,Grade 12,BR,Bihar,Tier 1,Basic,Female,16-18,2023-04,False,False
STU001093,Grade 9,TN,Tamil Nadu,Tier 3,Free,Female,14-15,2023-08,False,False
STU001094,Grade 10,KA,Karnataka,Tier 1,Premium,Male,14-15,2023-12,False,False
STU001095,Grade 12,WB,West Bengal,Tier 2,Basic,Male,16-18,2023-07,True,False
STU001096,Grade 12,RJ,Rajasthan,Tier 2,Basic,Female,16-18,2023-08,True,True
STU001097,Grade 11,GJ,Gujarat,Tier 3,Free,Other,16-18,2023-06,False,False
STU001098,Grade 9,MP,Madhya Pradesh,Tier 2,Basic,Male,14-15,2023-04,False,False
STU001099,Grade 9,DL,Delhi,Tier 2,Basic,Male,14-15,2023-07,False,False
STU001100,Grade 10,MH,Maharashtra,Tier 1,Basic,Female,14-15,2023-12,False,False
STU001101,Grade 11,UP,Uttar Pradesh,Tier 3,Free,Female,16-18,2023-02,True,False
STU001102,Grade 12,BR,Bihar,Tier 3,Basic,Female,16-18,2023-12,True,False
STU001103,Grade 11,TN,Tamil Nadu,Tier 3,Basic,Male,16-18,2023-07,False,False
STU001104,Grade 9,KA,Karnataka,Tier 2,Free,Male,14-15,2023-07,False,False
STU001105,Grade 9,WB,West Bengal,Tier 2,Premium,Male,14-15,2023-08,False,False
STU001106,Grade 12,RJ,Rajasthan,Tier 2,Free,Female,16-18,2023-10,True,True
STU001107,Grade 11,GJ,Gujarat,Tier 2,Premium,Male,16-18,2023-10,True,False
STU001108,Grade 12,MP,Madhya Pradesh,Tier 3,Premium,Male,16-18,2023-08,False,False
STU001109,Grade 10,DL,Delhi,Tier 3,Basic,Female,14-15,2023-01,False,False
STU001110,Grade 10,MH,Maharashtra,Tier 3,Free,Male,14-15,2023-11,False,False
STU001111,Grade 12,UP,Uttar Pradesh,Tier 3,Basic,Female,16-18,2023-05,True,False
STU001112,Grade 12,BR,Bihar,Tier 2,Premium,Male,16-18,2023-03,False,False
STU001113,Grade 11,TN,Tamil Nadu,Tier 2,Free,Male,16-18,2023-11,False,False
STU001114,Grade 9,KA,Karnataka,Tier 2,Basic,Female,14-15,2023-05,False,False
STU001115,Grade 12,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-11,True,True
STU001116,Grade 11,RJ,Rajasthan,Tier 1,Basic,Male,16-18,2023-04,False,False
STU001117,Grade 11,GJ,Gujarat,Tier 2,Basic,Male,16-18,2023-09,False,False
STU001118,Grade 11,MP,Madhya Pradesh,Tier 2,Basic,Male,16-18,2023-06,False,True
STU001119,Grade 10,DL,Delhi,Tier 3,Premium,Female,14-15,2023-08,False,False
STU001120,Grade 12,MH,Maharashtra,Tier 2,Basic,Male,16-18,2023-03,False,False
STU001121,Grade 9,UP,Uttar Pradesh,Tier 2,Free,Male,14-15,2023-11,False,False
STU001122,Grade 12,BR,Bihar,Tier 2,Premium,Female,16-18,2023-02,True,False
STU001123,Grade 11,TN,Tamil Nadu,Tier 3,Free,Male,16-18,2023-12,False,False
STU001124,Grade 11,KA,Karnataka,Tier 1,Free,Female,16-18,2023-08,True,True
STU001125,Grade 11,WB,West Bengal,Tier 2,Free,Female,16-18,2023-01,False,False
STU001126,Grade 11,RJ,Rajasthan,Tier 1,Basic,Female,16-18,2023-09,False,False
STU001127,Grade 10,GJ,Gujarat,Tier 2,Free,Male,14-15,2023-02,False,False
STU001128,Grade 12,MP,Madhya Pradesh,Tier 3,Basic,Male,16-18,2023-11,True,False
STU001129,Grade 11,DL,Delhi,Tier 2,Basic,Female,16-18,2023-09,True,False
STU001130,Grade 12,MH,Maharashtra,Tier 2,Basic,Male,16-18,2023-05,False,False
STU001131,Grade 10,UP,Uttar Pradesh,Tier 1,Basic,Male,14-15,2023-01,False,False
STU001132,Grade 10,BR,Bihar,Tier 2,Free,Female,14-15,2023-10,False,False
STU001133,Grade 12,TN,Tamil Nadu,Tier 2,Basic,Female,16-18,2023-08,False,False
STU001134,Grade 9,KA,Karnataka,Tier 2,Basic,Male,14-15,2023-10,False,False
STU001135,Grade 9,WB,West Bengal,Tier 2,Premium,Female,14-15,2023-12,False,False
STU001136,Grade 12,RJ,Rajasthan,Tier 2,Basic,Female,16-18,2023-07,False,True
STU001137,Grade 11,GJ,Gujarat,Tier 3,Free,Male,16-18,2023-07,True,False
STU001138,Grade 12,MP,Madhya Pradesh,Tier 1,Premium,Female,16-18,2023-07,False,False
STU001139,Grade 10,DL,Delhi,Tier 3,Basic,Male,14-15,2023-05,False,False
STU001140,Grade 9,MH,Maharashtra,Tier 2,Free,Male,14-15,2023-04,False,False
STU001141,Grade 12,UP,Uttar Pradesh,Tier 2,Premium,Male,16-18,2023-02,True,True
STU001142,Grade 10,BR,Bihar,Tier 2,Basic,Female,14-15,2023-12,False,False
STU001143,Grade 11,TN,Tamil Nadu,Tier 2,Free,Male,16-18,2023-01,False,False
STU001144,Grade 9,KA,Karnataka,Tier 3,Basic,Male,14-15,2023-07,False,False
STU001145,Grade 12,WB,West Bengal,Tier 2,Free,Male,16-18,2023-10,True,True
STU001146,Grade 11,RJ,Rajasthan,Tier 2,Free,Female,16-18,2023-03,True,True
STU001147,Grade 9,GJ,Gujarat,Tier 3,Free,Female,14-15,2023-01,False,False
STU001148,Grade 12,MP,Madhya Pradesh,Tier 3,Basic,Female,16-18,2023-07,False,False
STU001149,Grade 11,DL,Delhi,Tier 1,Basic,Male,16-18,2023-02,True,False
STU001150,Grade 10,MH,Maharashtra,Tier 2,Premium,Female,14-15,2023-11,False,False
STU001151,Grade 12,UP,Uttar Pradesh,Tier 2,Free,Female,16-18,2023-03,False,True
STU001152,Grade 9,BR,Bihar,Tier 3,Free,Female,14-15,2023-01,False,False
STU001153,Grade 12,TN,Tamil Nadu,Tier 1,Premium,Female,16-18,2023-08,True,False
STU001154,Grade 11,KA,Karnataka,Tier 1,Basic,Female,16-18,2023-03,True,False
STU001155,Grade 12,WB,West Bengal,Tier 3,Premium,Female,16-18,2023-02,False,True
STU001156,Grade 11,RJ,Rajasthan,Tier 2,Free,Male,16-18,2023-08,False,True
STU001157,Grade 11,GJ,Gujarat,Tier 1,Free,Male,16-18,2023-10,True,False
STU001158,Grade 11,MP,Madhya Pradesh,Tier 3,Basic,Male,16-18,2023-07,False,True
STU001159,Grade 11,DL,Delhi,Tier 1,Premium,Male,16-18,2023-10,True,False
STU001160,Grade 12,MH,Maharashtra,Tier 2,Premium,Other,16-18,2023-10,False,True
STU001161,Grade 10,UP,Uttar Pradesh,Tier 3,Free,Female,14-15,2023-07,False,False
STU001162,Grade 10,BR,Bihar,Tier 2,Premium,Female,14-15,2023-01,False,False
STU001163,Grade 9,TN,Tamil Nadu,Tier 2,Basic,Male,14-15,2023-05,False,False
STU001164,Grade 9,KA,Karnataka,Tier 3,Premium,Female,14-15,2023-11,False,False
STU001165,Grade 12,WB,West Bengal,Tier 2,Free,Male,16-18,2023-09,False,True
STU001166,Grade 12,RJ,Rajasthan,Tier 1,Premium,Male,16-18,2023-06,True,False
STU001167,Grade 11,GJ,Gujarat,Tier 2,Premium,Male,16-18,2023-06,False,False
STU001168,Grade 11,MP,Madhya Pradesh,Tier 1,Basic,Male,16-18,2023-08,False,False
STU001169,Grade 11,DL,Delhi,Tier 2,Free,Male,16-18,2023-07,True,False
STU001170,Grade 11,MH,Maharashtra,Tier 1,Basic,Male,16-18,2023-04,True,False
STU001171,Grade 12,UP,Uttar Pradesh,Tier 3,Free,Female,16-18,2023-02,True,False
STU001172,Grade 12,BR,Bihar,Tier 2,Basic,Male,16-18,2023-09,False,False
STU001173,Grade 11,TN,Tamil Nadu,Tier 1,Basic,Male,16-18,2023-09,True,False
STU001174,Grade 10,KA,Karnataka,Tier 2,Free,Female,14-15,2023-05,False,False
STU001175,Grade 12,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-05,False,True
STU001176,Grade 11,RJ,Rajasthan,Tier 3,Basic,Male,16-18,2023-12,False,True
STU001177,Grade 11,GJ,Gujarat,Tier 1,Basic,Female,16-18,2023-07,True,True
STU001178,Grade 11,MP,Madhya Pradesh,Tier 3,Premium,Male,16-18,2023-02,True,False
STU001179,Grade 12,DL,Delhi,Tier 2,Free,Female,16-18,2023-09,True,False
STU001180,Grade 9,MH,Maharashtra,Tier 2,Free,Female,14-15,2023-02,False,False
STU001181,Grade 12,UP,Uttar Pradesh,Tier 1,Basic,Female,16-18,2023-04,True,False
STU001182,Grade 12,BR,Bihar,Tier 1,Basic,Female,16-18,2023-11,False,False
STU001183,Grade 10,TN,Tamil Nadu,Tier 3,Basic,Female,14-15,2023-11,False,False
STU001184,Grade 12,KA,Karnataka,Tier 2,Free,Female,16-18,2023-08,True,True
STU001185,Grade 11,WB,West Bengal,Tier 1,Basic,Female,16-18,2023-09,True,False
STU001186,Grade 9,RJ,Rajasthan,Tier 3,Basic,Male,14-15,2023-03,False,False
STU001187,Grade 10,GJ,Gujarat,Tier 3,Free,Male,14-15,2023-11,False,False
STU001188,Grade 9,MP,Madhya Pradesh,Tier 2,Basic,Female,14-15,2023-06,False,False
STU001189,Grade 11,DL,Delhi,Tier 3,Free,Female,16-18,2023-11,False,False
STU001190,Grade 11,MH,Maharashtra,Tier 3,Free,Female,16-18,2023-08,True,True
STU001191,Grade 10,UP,Uttar Pradesh,Tier 2,Basic,Male,14-15,2023-04,False,False
STU001192,Grade 10,BR,Bihar,Tier 1,Basic,Male,14-15,2023-05,False,False
STU001193,Grade 9,TN,Tamil Nadu,Tier 2,Basic,Female,14-15,2023-01,False,False
STU001194,Grade 10,KA,Karnataka,Tier 1,Premium,Female,14-15,2023-04,False,False
STU001195,Grade 11,WB,West Bengal,Tier 3,Basic,Male,16-18,2023-04,False,False
STU001196,Grade 12,RJ,Rajasthan,Tier 1,Free,Female,16-18,2023-12,False,False
STU001197,Grade 11,GJ,Gujarat,Tier 3,Free,Female,16-18,2023-08,True,False
STU001198,Grade 12,MP,Madhya Pradesh,Tier 2,Free,Female,16-18,2023-03,False,False
STU001199,Grade 12,DL,Delhi,Tier 1,Basic,Female,16-18,2023-04,True,False
STU001200,Grade 10,MH,Maharashtra,Tier 1,Premium,Male,14-15,2023-09,False,False
STU001201,Grade 10,UP,Uttar Pradesh,Tier 2,Free,Female,14-15,2023-09,False,False
STU001202,Grade 10,BR,Bihar,Tier 2,Free,Female,14-15,2023-10,False,False
STU001203,Grade 9,TN,Tamil Nadu,Tier 2,Free,Female,14-15,2023-12,False,False
STU001204,Grade 12,KA,Karnataka,Tier 1,Premium,Female,16-18,2023-12,True,False
STU001205,Grade 11,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-06,True,True
STU001206,Grade 11,RJ,Rajasthan,Tier 1,Premium,Female,16-18,2023-05,True,True
STU001207,Grade 9,GJ,Gujarat,Tier 2,Premium,Male,14-15,2023-10,False,False
STU001208,Grade 12,MP,Madhya Pradesh,Tier 3,Free,Male,16-18,2023-11,True,False
STU001209,Grade 12,DL,Delhi,Tier 2,Basic,Female,16-18,2023-06,False,False
STU001210,Grade 12,MH,Maharashtra,Tier 1,Basic,Male,16-18,2023-11,True,False
STU001211,Grade 11,UP,Uttar Pradesh,Tier 1,Premium,Male,16-18,2023-08,True,True
STU001212,Grade 10,BR,Bihar,Tier 2,Premium,Female,14-15,2023-03,False,False
STU001213,Grade 9,TN,Tamil Nadu,Tier 2,Premium,Female,14-15,2023-08,False,False
STU001214,Grade 9,KA,Karnataka,Tier 2,Basic,Female,14-15,2023-05,False,False
STU001215,Grade 9,WB,West Bengal,Tier 2,Basic,Female,14-15,2023-06,False,False
STU001216,Grade 9,RJ,Rajasthan,Tier 3,Basic,Female,14-15,2023-10,False,False
STU001217,Grade 12,GJ,Gujarat,Tier 1,Premium,Female,16-18,2023-07,True,True
STU001218,Grade 12,MP,Madhya Pradesh,Tier 3,Free,Female,16-18,2023-01,True,False
STU001219,Grade 9,DL,Delhi,Tier 2,Basic,Male,14-15,2023-03,False,False
STU001220,Grade 12,MH,Maharashtra,Tier 1,Basic,Female,16-18,2023-10,True,True
STU001221,Grade 11,UP,Uttar Pradesh,Tier 3,Basic,Male,16-18,2023-12,True,False
STU001222,Grade 10,BR,Bihar,Tier 3,Basic,Female,14-15,2023-11,False,False
STU001223,Grade 11,TN,Tamil Nadu,Tier 2,Basic,Male,16-18,2023-04,False,False
STU001224,Grade 10,KA,Karnataka,Tier 3,Premium,Female,14-15,2023-06,False,False
STU001225,Grade 10,WB,West Bengal,Tier 3,Premium,Male,14-15,2023-12,False,False
STU001226,Grade 9,RJ,Rajasthan,Tier 1,Premium,Male,14-15,2023-08,False,False
STU001227,Grade 11,GJ,Gujarat,Tier 2,Premium,Male,16-18,2023-01,True,True
STU001228,Grade 11,MP,Madhya Pradesh,Tier 2,Basic,Male,16-18,2023-09,True,False
