course_id,week_start_date,city_tier,enrolled_students,active_students,new_enrollments,total_sessions,total_watch_mins,videos_watched,quizzes_submitted,avg_engagement_score,dropouts_this_week
PH03,2024-04-22,Tier 2,552,282,20,1403,37277,1127,665,74.0,3
PH03,2024-04-22,Tier 3,447,278,31,1059,15774,709,502,52.0,2
PH03,2024-04-29,Tier 1,636,258,13,957,37870,460,307,52.0,5
PH03,2024-04-29,Tier 2,567,303,34,1444,22979,506,764,82.5,7
PH03,2024-04-29,Tier 3,450,187,21,484,26448,429,162,59.1,3
PH03,2024-05-06,Tier 1,595,412,34,1703,26336,1521,979,58.4,2
PH03,2024-05-06,Tier 2,486,201,11,989,23860,540,418,83.4,6
PH03,2024-05-06,Tier 3,379,187,28,651,25666,307,248,49.1,4
PH03,2024-05-13,Tier 1,581,264,26,1222,28222,765,445,77.9,2
PH03,2024-05-13,Tier 2,464,284,28,1020,26269,1079,322,45.5,1
PH03,2024-05-13,Tier 3,350,242,14,1102,20733,852,551,54.4,4
PH03,2024-05-20,Tier 1,661,459,17,1388,32771,1453,717,79.3,3
PH03,2024-05-20,Tier 2,513,234,29,642,29435,560,328,72.5,6
PH03,2024-05-20,Tier 3,398,168,25,505,16409,512,266,62.4,3
PH03,2024-05-27,Tier 1,532,263,19,1053,39132,770,388,72.9,5
PH03,2024-05-27,Tier 2,429,180,28,787,20892,590,338,78.0,3
PH03,2024-05-27,Tier 3,376,171,26,815,18463,268,457,50.5,3
PH03,2024-06-03,Tier 1,557,317,38,1332,32629,634,726,85.0,7
PH03,2024-06-03,Tier 2,450,289,12,901,22661,523,487,52.8,6
PH03,2024-06-03,Tier 3,359,202,28,515,19709,668,169,62.5,2
PH03,2024-06-10,Tier 1,500,282,17,1344,16554,867,557,79.6,5
PH03,2024-06-10,Tier 2,440,231,19,976,19920,752,315,70.9,5
PH03,2024-06-10,Tier 3,352,239,26,1141,33309,542,584,50.5,3
PH03,2024-06-17,Tier 1,507,255,36,991,33559,421,349,56.1,5
PH03,2024-06-17,Tier 2,393,268,28,1043,34596,516,608,48.7,4
PH03,2024-06-17,Tier 3,336,219,25,838,10358,379,316,62.7,2
PH03,2024-06-24,Tier 1,543,309,40,1220,45495,579,633,54.1,2
PH03,2024-06-24,Tier 2,381,258,19,919,11670,683,360,80.4,5
PH03,2024-06-24,Tier 3,340,229,22,679,14592,750,218,31.3,2
PH03,2024-07-01,Tier 1,379,200,24,562,16901,457,318,80.1,3
PH03,2024-07-01,Tier 2,333,209,19,947,16534,528,354,50.6,2
PH03,2024-07-01,Tier 3,256,109,20,417,9353,426,172,52.5,1
PH03,2024-07-08,Tier 1,493,263,29,1190,31815,509,449,73.2,3
PH03,2024-07-08,Tier 2,333,176,22,504,22999,468,161,53.0,3
PH03,2024-07-08,Tier 3,253,108,9,360,7910,361,149,33.8,2
PH03,2024-07-15,Tier 1,400,233,30,842,21632,619,391,62.9,1
PH03,2024-07-15,Tier 2,344,181,11,726,20968,282,308,79.5,3
PH03,2024-07-15,Tier 3,260,116,5,310,7663,398,136,47.5,2
PH03,2024-07-22,Tier 1,389,261,26,729,13032,517,406,63.8,4
PH03,2024-07-22,Tier 2,335,202,23,569,11776,600,317,69.1,4
PH03,2024-07-22,Tier 3,284,162,14,668,11242,597,308,42.0,1
PH03,2024-07-29,Tier 1,402,182,21,905,12594,355,329,85.9,4
PH03,2024-07-29,Tier 2,331,147,13,513,9018,305,224,83.9,4
PH03,2024-07-29,Tier 3,307,189,22,738,11553,448,399,60.1,1
PH03,2024-08-05,Tier 1,396,176,29,682,12729,303,312,56.6,5
PH03,2024-08-05,Tier 2,355,224,28,987,19535,446,367,47.5,2
PH03,2024-08-05,Tier 3,244,116,8,510,9596,289,269,51.4,1
PH03,2024-08-12,Tier 1,443,284,19,1341,24403,633,762,93.3,4
PH03,2024-08-12,Tier 2,304,207,23,589,13615,353,338,51.5,3
PH03,2024-08-12,Tier 3,234,95,17,320,8584,224,175,59.3,1
PH03,2024-08-19,Tier 1,379,257,19,959,35292,425,539,98.9,1
PH03,2024-08-19,Tier 2,323,151,15,415,7167,340,136,57.0,1
PH03,2024-08-19,Tier 3,230,139,11,533,16302,273,191,50.6,2
PH03,2024-08-26,Tier 1,416,253,14,1112,12144,830,594,96.2,2
PH03,2024-08-26,Tier 2,307,152,19,714,16911,330,367,44.4,2
PH03,2024-08-26,Tier 3,281,182,10,613,24370,499,278,39.7,2
PH03,2024-09-02,Tier 1,435,209,18,669,25438,503,343,76.9,4
PH03,2024-09-02,Tier 2,312,185,14,880,17587,326,435,61.1,3
PH03,2024-09-02,Tier 3,234,133,12,359,17528,409,126,38.1,2
PH03,2024-09-09,Tier 1,435,278,11,743,25870,1009,415,67.2,1
PH03,2024-09-09,Tier 2,275,119,17,322,13197,303,126,76.6,1
PH03,2024-09-09,Tier 3,202,127,12,609,10021,304,305,40.5,2
PH03,2024-09-16,Tier 1,330,175,12,556,9734,310,281,72.6,3
PH03,2024-09-16,Tier 2,295,134,12,433,16045,321,228,54.2,3
PH03,2024-09-16,Tier 3,270,151,20,637,13392,583,264,37.6,1
PH03,2024-09-23,Tier 1,400,195,25,559,18990,618,305,65.2,2
PH03,2024-09-23,Tier 2,363,185,21,611,21975,705,365,54.5,1
PH03,2024-09-23,Tier 3,227,115,5,350,16875,381,126,43.6,3
PH03,2024-09-30,Tier 1,339,158,12,623,13742,335,320,88.8,4
PH03,2024-09-30,Tier 2,326,141,18,666,16398,393,258,65.5,3
PH03,2024-09-30,Tier 3,205,123,9,501,10100,446,263,55.2,0
PH03,2024-10-07,Tier 1,408,210,24,1029,12032,616,486,64.9,5
PH03,2024-10-07,Tier 2,300,131,15,570,11039,440,213,64.5,1
PH03,2024-10-07,Tier 3,278,136,8,351,9929,282,198,41.4,1
PH03,2024-10-14,Tier 1,371,203,29,912,24685,804,527,49.7,1
PH03,2024-10-14,Tier 2,372,234,13,1135,10606,584,562,74.3,4
PH03,2024-10-14,Tier 3,219,93,5,241,11378,347,84,60.0,1
PH03,2024-10-21,Tier 1,425,268,27,1078,23722,875,490,82.0,4
PH03,2024-10-21,Tier 2,362,217,17,938,13256,583,411,69.0,4
PH03,2024-10-21,Tier 3,274,182,7,456,24497,681,245,52.4,2
PH03,2024-10-28,Tier 1,456,234,23,766,18304,357,398,101.1,3
PH03,2024-10-28,Tier 2,327,222,15,732,18241,397,430,69.5,1
PH03,2024-10-28,Tier 3,261,156,17,529,11129,278,260,51.3,2
PH03,2024-11-04,Tier 1,445,202,11,666,29949,795,351,88.6,5
PH03,2024-11-04,Tier 2,408,167,17,549,23079,303,272,52.4,5
PH03,2024-11-04,Tier 3,335,223,7,1016,30356,409,376,40.2,3
PH03,2024-11-11,Tier 1,517,233,13,780,15188,929,326,99.0,2
PH03,2024-11-11,Tier 2,401,257,28,1091,15539,445,441,70.8,4
PH03,2024-11-11,Tier 3,282,191,7,535,18103,388,276,62.1,1
PH03,2024-11-18,Tier 1,456,271,9,1288,30610,749,637,72.9,3
PH03,2024-11-18,Tier 2,339,208,26,1014,17974,812,344,43.2,3
PH03,2024-11-18,Tier 3,314,195,12,884,11226,765,519,61.2,3
PH03,2024-11-25,Tier 1,480,212,37,639,27716,425,220,52.8,4
PH03,2024-11-25,Tier 2,339,177,8,693,12380,633,255,69.9,3
PH03,2024-11-25,Tier 3,267,151,7,588,17989,476,222,51.3,2
PH03,2024-12-02,Tier 1,516,322,40,937,28552,1242,556,99.0,4
PH03,2024-12-02,Tier 2,408,277,28,743,24957,885,233,45.7,1
PH03,2024-12-02,Tier 3,392,173,14,587,10002,307,262,45.9,3
PH03,2024-12-09,Tier 1,609,370,31,1314,22572,1257,465,76.7,7
PH03,2024-12-09,Tier 2,425,245,16,885,36477,642,500,54.3,4
PH03,2024-12-09,Tier 3,381,255,15,772,28232,884,317,56.9,2
PH03,2024-12-16,Tier 1,607,370,29,1579,33825,1427,501,95.8,7
PH03,2024-12-16,Tier 2,512,308,21,1314,35517,998,527,83.1,7
PH03,2024-12-16,Tier 3,380,160,21,718,18669,560,388,42.1,4
PH03,2024-12-23,Tier 1,603,392,18,1210,44307,1328,490,72.2,7
PH03,2024-12-23,Tier 2,463,320,33,948,28511,550,332,54.5,4
PH03,2024-12-23,Tier 3,369,175,9,625,8095,425,351,43.7,2
PH03,2024-12-30,Tier 1,621,331,26,1525,34077,1311,562,84.0,6
PH03,2024-12-30,Tier 2,413,190,22,804,12185,418,320,54.7,2
PH03,2024-12-30,Tier 3,313,154,22,650,12101,461,228,34.3,3
CH01,2023-01-02,Tier 1,994,656,32,1728,38171,2086,841,88.3,10
CH01,2023-01-02,Tier 2,712,451,50,2055,56527,1118,1062,66.7,4
CH01,2023-01-02,Tier 3,632,289,45,1009,41584,519,485,56.1,2
CH01,2023-01-09,Tier 1,819,439,34,1355,22129,1048,754,97.5,8
CH01,2023-01-09,Tier 2,840,540,66,1900,47712,1561,648,60.1,8
CH01,2023-01-09,Tier 3,624,264,18,963,25935,724,476,53.8,2
CH01,2023-01-16,Tier 1,804,368,24,1769,30760,987,741,90.9,8
CH01,2023-01-16,Tier 2,814,533,21,1467,64340,1893,543,77.0,9
CH01,2023-01-16,Tier 3,503,348,38,1288,36946,1267,627,55.7,2
CH01,2023-01-23,Tier 1,933,381,41,1504,24744,1134,694,80.5,4
CH01,2023-01-23,Tier 2,801,350,28,991,49114,715,497,81.4,7
CH01,2023-01-23,Tier 3,486,262,36,1274,19646,882,607,35.3,4
CH01,2023-01-30,Tier 1,946,570,59,2645,55250,1980,1288,79.6,10
CH01,2023-01-30,Tier 2,797,539,32,1470,51815,1383,562,80.8,8
CH01,2023-01-30,Tier 3,557,371,26,1064,20521,776,400,51.7,4
CH01,2023-02-06,Tier 1,846,542,18,2181,62498,1133,957,51.2,4
CH01,2023-02-06,Tier 2,888,406,40,1577,34182,1346,806,84.3,6
CH01,2023-02-06,Tier 3,577,337,32,1147,20868,574,410,31.0,4
CH01,2023-02-13,Tier 1,1010,588,76,2407,68565,1562,1433,83.4,6
CH01,2023-02-13,Tier 2,893,454,31,1816,50884,1109,548,55.0,6
CH01,2023-02-13,Tier 3,568,369,12,1565,23421,1333,932,44.7,2
CH01,2023-02-20,Tier 1,1120,747,30,2911,42628,2887,978,86.6,4
CH01,2023-02-20,Tier 2,731,434,43,2091,31294,1429,994,82.2,6
CH01,2023-02-20,Tier 3,627,326,30,1100,42790,569,453,60.9,5
CH01,2023-02-27,Tier 1,899,443,68,1968,22125,724,1166,50.7,8
CH01,2023-02-27,Tier 2,784,420,52,1339,56132,1380,430,60.1,4
CH01,2023-02-27,Tier 3,663,417,16,1187,36288,1149,429,43.0,5
CH01,2023-03-06,Tier 1,1109,625,75,1582,29939,1567,507,77.1,10
CH01,2023-03-06,Tier 2,866,513,66,2279,69525,995,850,58.8,7
CH01,2023-03-06,Tier 3,578,292,45,795,17854,442,404,46.4,6
CH01,2023-03-13,Tier 1,1011,411,32,1073,20316,1606,542,80.0,10
CH01,2023-03-13,Tier 2,945,547,66,1990,60721,1432,1063,78.8,3
CH01,2023-03-13,Tier 3,668,460,44,1739,65030,1492,532,50.1,2
CH01,2023-03-20,Tier 1,1172,526,42,2616,76019,1195,1452,67.4,8
CH01,2023-03-20,Tier 2,922,617,38,2305,30255,1283,1273,44.3,6
CH01,2023-03-20,Tier 3,596,353,25,1427,30697,871,562,57.2,4
CH01,2023-03-27,Tier 1,1148,545,84,1475,32953,885,663,75.9,8
CH01,2023-03-27,Tier 2,940,625,56,1603,28502,1003,858,64.5,4
CH01,2023-03-27,Tier 3,595,294,34,925,26526,1072,308,47.6,3
CH01,2023-04-03,Tier 1,881,590,19,2528,68052,1931,1100,64.6,9
CH01,2023-04-03,Tier 2,933,429,20,1663,38202,1526,941,40.1,9
CH01,2023-04-03,Tier 3,577,343,28,929,31430,871,359,62.6,4
CH01,2023-04-10,Tier 1,1143,693,48,2428,36013,2218,1040,57.2,11
CH01,2023-04-10,Tier 2,947,549,31,2096,55168,2181,1020,47.4,5
CH01,2023-04-10,Tier 3,631,268,45,948,15882,537,491,55.3,2
CH01,2023-04-17,Tier 1,1177,557,52,2400,37133,906,1195,52.5,12
CH01,2023-04-17,Tier 2,789,449,28,1246,42477,1480,706,77.1,2
CH01,2023-04-17,Tier 3,666,312,33,1435,31531,878,678,43.0,3
CH01,2023-04-24,Tier 1,1133,496,76,1874,23981,1171,812,49.8,5
CH01,2023-04-24,Tier 2,947,657,28,2585,66422,1204,1231,44.5,5
CH01,2023-04-24,Tier 3,632,377,26,1154,26659,1263,376,55.8,2
CH01,2023-05-01,Tier 1,833,456,51,1274,64654,961,667,53.5,4
CH01,2023-05-01,Tier 2,807,548,57,1980,68077,1307,777,41.1,3
CH01,2023-05-01,Tier 3,674,337,18,1666,19157,744,534,44.1,7
CH01,2023-05-08,Tier 1,889,516,27,2073,31190,1162,1016,62.3,10
CH01,2023-05-08,Tier 2,844,349,43,958,30536,1126,381,55.8,5
CH01,2023-05-08,Tier 3,656,413,37,1478,26722,701,869,61.6,7
CH01,2023-05-15,Tier 1,879,560,39,1931,79194,1001,843,68.3,9
CH01,2023-05-15,Tier 2,794,482,42,1820,41250,1468,868,61.9,5
CH01,2023-05-15,Tier 3,545,341,40,868,45567,553,344,58.8,5
CH01,2023-05-22,Tier 1,1037,493,77,1381,35323,1449,715,82.7,4
CH01,2023-05-22,Tier 2,729,483,47,2046,25328,768,1139,69.8,6
CH01,2023-05-22,Tier 3,647,411,36,1652,56987,1150,880,32.8,4
CH01,2023-05-29,Tier 1,848,499,51,2338,57929,1771,785,59.2,5
CH01,2023-05-29,Tier 2,907,586,50,2715,29321,1494,1548,49.1,8
CH01,2023-05-29,Tier 3,642,266,46,798,32601,747,354,41.3,5
CH01,2023-06-05,Tier 1,918,579,69,1957,31788,1402,879,67.7,3
CH01,2023-06-05,Tier 2,662,399,23,1935,22305,1082,778,45.1,5
CH01,2023-06-05,Tier 3,538,244,40,907,13041,372,520,32.4,5
CH01,2023-06-12,Tier 1,851,537,31,1931,71464,1049,968,61.8,3
CH01,2023-06-12,Tier 2,654,430,37,1160,47069,1105,473,48.2,6
CH01,2023-06-12,Tier 3,485,317,21,1251,34958,822,562,45.7,1
CH01,2023-06-19,Tier 1,756,420,17,1913,32154,947,992,89.6,5
CH01,2023-06-19,Tier 2,623,325,39,852,36588,945,349,53.2,2
CH01,2023-06-19,Tier 3,477,252,24,758,32933,694,404,31.7,3
CH01,2023-06-26,Tier 1,918,367,34,1413,42941,954,798,81.4,9
CH01,2023-06-26,Tier 2,768,451,34,1476,30829,1068,768,66.7,6
CH01,2023-06-26,Tier 3,608,394,38,1502,24346,1374,650,48.5,5
CH01,2023-07-03,Tier 1,656,418,40,1222,60587,1536,380,57.0,2
CH01,2023-07-03,Tier 2,706,340,36,1278,47575,560,716,72.2,5
CH01,2023-07-03,Tier 3,523,222,34,571,29935,883,221,45.0,2
CH01,2023-07-10,Tier 1,751,431,41,1082,53333,966,421,52.2,5
CH01,2023-07-10,Tier 2,680,353,22,889,46391,1140,360,78.5,3
CH01,2023-07-10,Tier 3,489,295,25,1130,40612,546,502,55.0,4
CH01,2023-07-17,Tier 1,827,493,44,1398,32979,1567,726,53.8,4
CH01,2023-07-17,Tier 2,577,322,41,1083,25431,590,616,46.0,6
CH01,2023-07-17,Tier 3,453,290,29,1100,31261,844,404,42.3,3
CH01,2023-07-24,Tier 1,640,426,47,1669,31942,727,630,57.1,2
CH01,2023-07-24,Tier 2,688,394,44,1089,19337,872,632,84.7,4
CH01,2023-07-24,Tier 3,500,335,34,1111,44196,695,359,47.7,4
CH01,2023-07-31,Tier 1,758,521,28,2366,69657,1110,935,94.3,7
CH01,2023-07-31,Tier 2,561,386,28,1169,20587,635,471,45.3,4
CH01,2023-07-31,Tier 3,464,287,25,1079,42860,1122,534,59.1,2
CH01,2023-08-07,Tier 1,582,243,24,680,26058,585,233,63.5,4
CH01,2023-08-07,Tier 2,504,239,27,1028,24285,824,321,80.0,5
CH01,2023-08-07,Tier 3,419,193,31,963,11725,305,382,50.9,1
CH01,2023-08-14,Tier 1,744,323,57,839,20565,833,366,98.3,5
CH01,2023-08-14,Tier 2,523,245,26,807,11408,793,445,53.8,3
CH01,2023-08-14,Tier 3,416,186,27,825,12727,345,428,45.1,3
CH01,2023-08-21,Tier 1,661,288,46,1082,35297,1009,641,49.7,5
CH01,2023-08-21,Tier 2,618,296,42,903,23200,1066,315,61.0,5
CH01,2023-08-21,Tier 3,407,245,22,671,12851,714,259,59.2,3
CH01,2023-08-28,Tier 1,714,349,31,1174,38629,638,424,57.2,3
CH01,2023-08-28,Tier 2,551,302,33,1082,44675,798,343,46.2,6
CH01,2023-08-28,Tier 3,369,196,29,649,13437,508,373,39.6,1
CH01,2023-09-04,Tier 1,637,410,49,2004,25929,865,1130,59.2,4
CH01,2023-09-04,Tier 2,452,228,17,856,27935,818,380,62.5,2
CH01,2023-09-04,Tier 3,431,207,28,811,13062,624,474,57.5,3
CH01,2023-09-11,Tier 1,596,388,21,1474,35071,1138,702,60.5,4
CH01,2023-09-11,Tier 2,490,285,19,1356,22596,1076,521,81.0,1
CH01,2023-09-11,Tier 3,447,250,11,924,17104,477,490,60.1,2
CH01,2023-09-18,Tier 1,584,255,28,827,26893,753,323,85.7,3
CH01,2023-09-18,Tier 2,530,300,22,992,15772,719,338,83.9,1
CH01,2023-09-18,Tier 3,359,150,24,383,14823,243,130,36.6,3
CH01,2023-09-25,Tier 1,562,364,29,1650,24390,821,767,66.2,2
CH01,2023-09-25,Tier 2,596,403,46,1465,32363,807,875,49.9,2
CH01,2023-09-25,Tier 3,432,235,17,1089,15414,784,366,62.1,5
CH01,2023-10-02,Tier 1,716,326,30,985,32521,696,542,60.1,6
CH01,2023-10-02,Tier 2,502,200,35,568,15015,617,327,46.9,4
CH01,2023-10-02,Tier 3,364,229,25,638,20290,504,282,35.5,3
CH01,2023-10-09,Tier 1,582,272,45,1211,12518,1043,508,49.9,1
CH01,2023-10-09,Tier 2,603,308,26,1491,31237,973,861,81.3,6
CH01,2023-10-09,Tier 3,450,241,33,1015,17356,948,482,63.5,4
CH01,2023-10-16,Tier 1,775,523,20,1641,78242,957,862,82.8,3
CH01,2023-10-16,Tier 2,634,419,29,1601,33172,1521,516,40.0,4
CH01,2023-10-16,Tier 3,475,273,29,963,19132,942,512,40.8,3
CH01,2023-10-23,Tier 1,728,446,45,1206,28430,706,486,79.3,6
CH01,2023-10-23,Tier 2,650,317,17,1524,45890,477,517,61.6,6
CH01,2023-10-23,Tier 3,403,228,27,1041,11027,428,588,37.3,4
CH01,2023-10-30,Tier 1,623,341,20,1224,22196,862,388,98.0,6
CH01,2023-10-30,Tier 2,540,267,14,1276,30743,518,611,47.1,5
CH01,2023-10-30,Tier 3,471,265,32,1272,18090,866,519,56.7,4
CH01,2023-11-06,Tier 1,915,464,58,2218,40960,1290,1095,80.3,6
CH01,2023-11-06,Tier 2,678,369,28,1726,27786,619,861,71.8,7
CH01,2023-11-06,Tier 3,473,207,37,687,22515,763,322,57.1,4
CH01,2023-11-13,Tier 1,862,529,60,2193,77989,1802,1165,79.0,9
CH01,2023-11-13,Tier 2,660,294,28,1381,15312,962,515,52.8,5
CH01,2023-11-13,Tier 3,445,186,32,840,19039,550,448,58.0,3
CH01,2023-11-20,Tier 1,810,454,58,1655,58076,1786,795,79.7,9
CH01,2023-11-20,Tier 2,679,275,18,790,24730,595,446,81.6,7
CH01,2023-11-20,Tier 3,558,371,16,1621,32755,1369,825,51.4,5
CH01,2023-11-27,Tier 1,751,344,51,1091,15576,1306,456,73.8,7
CH01,2023-11-27,Tier 2,678,460,23,1795,45097,1605,985,57.1,7
CH01,2023-11-27,Tier 3,573,384,22,1713,56861,1066,970,45.6,5
CH01,2023-12-04,Tier 1,1028,622,47,1966,41686,1980,739,101.3,5
CH01,2023-12-04,Tier 2,749,351,49,882,42073,1287,378,72.4,6
CH01,2023-12-04,Tier 3,594,317,24,1529,30511,903,828,35.3,4
CH01,2023-12-11,Tier 1,877,483,53,1782,57426,1638,748,80.3,9
CH01,2023-12-11,Tier 2,732,443,36,1962,37162,1673,1158,72.6,4
CH01,2023-12-11,Tier 3,602,278,39,1067,23510,878,479,43.0,6
CH01,2023-12-18,Tier 1,913,421,30,1919,57771,1471,891,64.3,5
CH01,2023-12-18,Tier 2,835,569,39,2399,41439,1216,1246,77.7,5
CH01,2023-12-18,Tier 3,576,315,19,1422,43225,490,649,43.0,6
CH01,2023-12-25,Tier 1,1077,680,69,2916,80134,2707,1507,87.2,9
CH01,2023-12-25,Tier 2,760,371,47,1031,53256,611,338,46.9,7
CH01,2023-12-25,Tier 3,559,328,11,1091,24106,519,618,48.9,4
CH01,2024-01-01,Tier 1,1224,784,89,2181,86915,2805,827,53.0,10
CH01,2024-01-01,Tier 2,889,531,70,2514,52576,1832,1376,57.4,8
CH01,2024-01-01,Tier 3,610,288,31,823,31513,618,300,58.4,4
CH01,2024-01-08,Tier 1,1278,519,43,1678,63040,1691,722,71.1,14
CH01,2024-01-08,Tier 2,799,507,33,2485,62839,1449,1338,52.1,6
CH01,2024-01-08,Tier 3,763,461,30,1176,67400,1392,379,55.8,6
CH01,2024-01-15,Tier 1,1022,696,25,3090,89029,2567,1172,66.3,11
CH01,2024-01-15,Tier 2,922,625,69,2864,78537,2217,1436,80.9,6
CH01,2024-01-15,Tier 3,659,330,24,1457,39612,572,454,55.3,3
CH01,2024-01-22,Tier 1,1230,583,97,1769,84588,1343,987,51.2,7
CH01,2024-01-22,Tier 2,1054,597,39,2185,36819,1347,902,63.1,12
CH01,2024-01-22,Tier 3,717,349,33,1285,16389,965,598,56.3,8
CH01,2024-01-29,Tier 1,1295,855,48,3026,48252,2683,1066,75.0,5
CH01,2024-01-29,Tier 2,1028,424,47,1537,31951,1071,716,51.3,11
CH01,2024-01-29,Tier 3,749,309,41,794,43968,633,336,57.5,7
CH01,2024-02-05,Tier 1,1409,684,105,1923,97828,1189,866,75.5,14
CH01,2024-02-05,Tier 2,1127,662,84,1978,65923,2190,698,84.7,9
CH01,2024-02-05,Tier 3,869,605,36,2286,28586,2236,1236,30.5,5
CH01,2024-02-12,Tier 1,1118,456,64,2074,42512,1633,1083,88.7,13
CH01,2024-02-12,Tier 2,1084,608,58,3013,50673,2344,938,75.5,3
CH01,2024-02-12,Tier 3,764,336,20,1034,16958,974,478,33.5,7
CH01,2024-02-19,Tier 1,1406,771,53,2503,93876,2126,1342,85.9,5
CH01,2024-02-19,Tier 2,1073,563,47,2627,62834,2036,1510,43.9,3
CH01,2024-02-19,Tier 3,888,546,67,2505,76469,1887,1123,51.7,8
CH01,2024-02-26,Tier 1,1156,466,23,2228,38601,832,782,93.4,10
CH01,2024-02-26,Tier 2,989,421,37,1067,49517,1527,349,70.4,10
CH01,2024-02-26,Tier 3,855,523,48,1964,71515,843,822,51.2,5
CH01,2024-03-04,Tier 1,1194,607,39,2280,49221,1097,1306,53.9,8
CH01,2024-03-04,Tier 2,1078,723,81,3204,59287,1427,1516,70.3,9
CH01,2024-03-04,Tier 3,837,566,57,2616,41074,1886,894,34.0,9
CH01,2024-03-11,Tier 1,1496,679,90,2251,55080,1851,790,51.7,16
CH01,2024-03-11,Tier 2,1214,633,52,2195,56936,1309,1267,58.6,9
CH01,2024-03-11,Tier 3,927,467,41,1989,25367,789,1034,42.4,8
CH01,2024-03-18,Tier 1,1198,677,93,1905,89670,1812,1116,69.4,10
CH01,2024-03-18,Tier 2,991,677,55,2864,40527,2449,1526,73.6,8
CH01,2024-03-18,Tier 3,817,538,35,1438,38760,1695,614,46.7,6
CH01,2024-03-25,Tier 1,1398,763,98,2323,112120,2320,986,49.7,7
CH01,2024-03-25,Tier 2,1076,716,74,2655,105680,2859,1173,68.2,10
CH01,2024-03-25,Tier 3,830,526,21,2205,40579,815,949,49.2,4
CH01,2024-04-01,Tier 1,1181,616,51,2703,32514,1059,1422,94.5,13
CH01,2024-04-01,Tier 2,927,455,69,1817,31955,1470,706,58.3,2
CH01,2024-04-01,Tier 3,801,414,41,2066,36236,1489,679,46.6,7
CH01,2024-04-08,Tier 1,1360,606,51,1643,88927,1761,668,60.1,5
CH01,2024-04-08,Tier 2,1082,649,61,3031,32776,2549,1119,67.7,12
CH01,2024-04-08,Tier 3,826,460,21,1659,31179,1771,695,47.1,4
CH01,2024-04-15,Tier 1,1362,594,48,1685,78724,2283,888,73.5,7
CH01,2024-04-15,Tier 2,1022,690,38,2702,70550,1369,1214,82.2,7
CH01,2024-04-15,Tier 3,710,320,38,949,34939,731,300,41.5,8
CH01,2024-04-22,Tier 1,1473,1022,91,3223,112789,3424,1149,71.1,12
CH01,2024-04-22,Tier 2,948,519,59,1352,24619,1928,711,69.0,7
CH01,2024-04-22,Tier 3,884,587,34,2590,83476,1073,1022,59.0,3
CH01,2024-04-29,Tier 1,1126,775,53,2030,47497,1621,873,93.0,6
CH01,2024-04-29,Tier 2,980,450,27,1556,53166,1227,670,55.5,10
CH01,2024-04-29,Tier 3,922,540,52,1435,71561,1966,493,35.3,9
CH01,2024-05-06,Tier 1,1222,824,93,2400,68486,2344,1042,53.3,11
CH01,2024-05-06,Tier 2,875,599,38,1655,74595,1539,755,84.0,4
CH01,2024-05-06,Tier 3,732,492,39,1968,71104,1350,1059,45.5,6
CH01,2024-05-13,Tier 1,1134,479,89,1618,45249,1490,716,82.0,12
CH01,2024-05-13,Tier 2,1080,686,73,2614,69401,2376,1503,81.7,9
CH01,2024-05-13,Tier 3,740,342,19,1418,44109,822,592,38.7,4
CH01,2024-05-20,Tier 1,1224,543,60,2536,54314,1215,1341,88.8,10
CH01,2024-05-20,Tier 2,1089,676,56,3153,56984,2092,1398,79.6,10
CH01,2024-05-20,Tier 3,669,415,35,1058,60427,682,607,59.0,3
CH01,2024-05-27,Tier 1,1351,571,86,2062,81800,1214,659,97.7,4
CH01,2024-05-27,Tier 2,943,577,36,2087,39581,1535,657,69.9,7
CH01,2024-05-27,Tier 3,688,478,32,1803,60000,887,936,40.6,3
CH01,2024-06-03,Tier 1,941,435,56,1747,51944,1397,771,51.6,5
CH01,2024-06-03,Tier 2,883,381,30,1564,27669,1236,528,45.0,3
CH01,2024-06-03,Tier 3,727,312,51,1461,21534,1015,704,58.3,6
CH01,2024-06-10,Tier 1,1121,696,79,2678,67973,1142,1394,71.1,6
CH01,2024-06-10,Tier 2,753,447,52,1955,29053,1455,1086,81.2,6
CH01,2024-06-10,Tier 3,599,359,24,1367,52903,931,715,62.9,2
CH01,2024-06-17,Tier 1,1182,700,27,2332,99707,2734,951,55.0,4
CH01,2024-06-17,Tier 2,954,444,57,1640,55871,1099,922,72.1,3
CH01,2024-06-17,Tier 3,685,298,49,938,43796,1101,318,45.9,2
CH01,2024-06-24,Tier 1,1156,496,76,1294,61027,1119,704,93.8,10
CH01,2024-06-24,Tier 2,855,553,56,2700,71191,1166,1599,51.8,9
CH01,2024-06-24,Tier 3,734,493,48,1594,49898,1612,768,44.0,6
CH01,2024-07-01,Tier 1,784,533,55,2296,37111,1587,1210,92.7,2
CH01,2024-07-01,Tier 2,811,342,26,875,42697,615,481,61.8,7
CH01,2024-07-01,Tier 3,621,251,28,991,18642,774,452,36.5,6
CH01,2024-07-08,Tier 1,902,598,70,2711,63691,1997,1094,100.0,8
CH01,2024-07-08,Tier 2,829,404,56,1101,29654,776,566,74.4,9
CH01,2024-07-08,Tier 3,500,296,26,856,27316,1181,403,39.3,3
CH01,2024-07-15,Tier 1,815,487,50,1502,33436,1418,815,55.1,6
CH01,2024-07-15,Tier 2,793,495,47,2403,27415,1922,772,66.8,5
CH01,2024-07-15,Tier 3,495,259,16,1046,12649,659,326,44.5,4
