student_id,course_id,enrollment_date,subscription_type,fees_paid,completion_pct,total_sessions,total_watch_mins,avg_score_pct,videos_watched,quizzes_attempted,last_active_date,days_enrolled,is_completed,is_active,is_at_risk,drop_week
STU001953,CS01,2023-03-31,Free,0,21.4,17,521,37.5,17,5,2023-05-22,324,False,True,False,2
STU001954,BI01,2023-10-16,Basic,2999,61.4,77,1860,66.0,67,27,2024-07-29,301,False,False,False,2
STU001954,CH01,2023-06-30,Basic,999,25.8,30,802,60.5,25,24,2023-10-21,77,False,False,True,6
STU001955,CH02,2023-04-15,Premium,3999,52.3,78,2046,90.2,83,34,2023-06-23,335,False,False,False,3
STU001956,CH01,2023-03-28,Free,0,19.7,15,622,33.4,19,9,2023-11-26,75,False,False,True,12
STU001956,PH01,2023-09-21,Free,0,25.6,35,719,37.5,30,31,2024-06-01,149,False,True,False,6
STU001957,BI01,2023-01-29,Free,0,45.5,41,1415,27.2,50,24,2023-10-27,318,False,False,False,4
STU001958,CS02,2023-11-12,Basic,1499,68.6,84,1999,60.8,82,73,2024-08-21,315,False,True,False,1
STU001958,BI02,2023-04-27,Basic,999,63.6,128,3314,56.0,127,54,2023-10-01,107,False,True,False,12
STU001959,MA01,2023-10-19,Basic,1499,38.0,52,1480,58.6,49,37,2023-12-11,98,False,True,False,1
STU001959,PH01,2023-02-15,Basic,1499,58.5,64,2307,47.5,70,50,2023-12-23,62,False,True,False,3
STU001960,CS03,2023-08-01,Basic,1499,39.3,46,1346,48.7,39,37,2024-07-07,303,False,True,False,12
STU001961,MA03,2023-06-23,Premium,5999,35.6,96,2718,58.8,92,65,2024-04-03,169,False,False,False,6
STU001961,CH02,2023-08-19,Premium,3999,34.7,53,1302,76.0,55,35,2024-01-27,204,False,True,False,8
STU001962,CH02,2023-09-03,Free,0,12.9,21,578,29.1,20,11,2023-10-01,194,False,True,False,3
STU001962,MA03,2023-06-22,Free,0,21.4,49,1568,36.0,55,20,2023-10-24,221,False,True,False,8
STU001963,PH01,2023-11-15,Free,0,15.3,15,401,33.2,18,13,2024-05-08,34,False,False,False,4
STU001964,BI02,2023-11-12,Basic,1499,61.3,143,3787,41.3,122,88,2024-10-07,33,False,False,False,1
STU001964,MA02,2023-02-03,Basic,999,21.5,35,1028,45.5,40,17,2023-03-01,353,False,False,False,6
STU001965,BI02,2023-01-02,Premium,5999,98.1,179,6462,99.7,196,70,2023-10-31,244,True,False,False,0
STU001966,CS03,2023-03-25,Basic,1499,42.1,37,1502,48.9,42,18,2024-02-07,298,False,True,False,4
STU001966,MA02,2023-05-08,Basic,1499,42.8,89,2744,51.3,81,46,2024-02-01,143,False,False,False,4
STU001967,CS01,2023-10-28,Premium,3999,81.9,75,1402,78.8,65,25,2024-05-01,210,True,True,False,0
STU001967,CH01,2023-05-06,Premium,5999,77.2,73,2651,73.7,77,63,2023-07-04,157,False,True,False,1
STU001967,PH01,2023-10-30,Premium,9999,89.5,100,3317,84.6,107,37,2024-04-07,198,True,True,False,0
STU001968,BI02,2023-02-19,Basic,999,64.8,127,3460,45.3,129,46,2023-07-15,151,False,False,False,3
STU001969,CS01,2023-01-05,Basic,2999,100.0,76,2600,69.2,80,35,2023-08-30,89,True,True,False,0
STU001969,CH01,2023-07-13,Basic,2999,64.1,75,2260,79.4,64,65,2023-11-19,29,False,False,False,4
STU001969,MA01,2023-05-07,Basic,2999,37.1,43,1184,74.7,48,32,2023-05-24,198,False,True,False,1
STU001970,BI01,2023-01-13,Free,0,33.2,41,818,41.2,36,26,2023-06-27,311,False,True,False,1
STU001971,PH02,2023-12-11,Premium,9999,62.4,109,2718,75.2,112,74,2024-11-03,280,False,False,False,1
STU001971,CH02,2023-07-23,Premium,3999,35.1,57,1596,55.4,56,29,2023-09-04,327,False,True,False,12
STU001972,MA03,2023-04-03,Free,0,28.7,77,2287,37.2,74,36,2023-12-21,361,False,False,True,6
STU001972,BI03,2023-04-16,Free,0,35.7,74,2618,43.6,82,48,2023-10-10,43,False,True,False,1
STU001973,CH01,2023-01-27,Free,0,27.5,22,810,48.9,27,7,2023-11-14,222,False,False,False,8
STU001974,CS01,2023-12-04,Basic,999,64.1,43,1344,71.2,51,29,2024-05-08,142,False,True,False,12
STU001975,MA02,2023-10-26,Free,0,32.6,60,2141,40.5,61,25,2024-03-28,200,False,True,False,2
STU001976,MA02,2023-04-03,Basic,2999,47.2,97,2108,47.4,89,85,2023-11-07,89,False,False,False,3
STU001976,PH03,2023-06-03,Basic,999,49.7,104,3129,39.4,119,92,2023-12-15,328,False,True,False,12
STU001977,BI02,2023-01-16,Free,0,54.3,91,3403,39.8,108,81,2023-03-10,341,False,True,False,4
STU001977,CH02,2023-08-24,Free,0,37.9,57,1441,35.8,60,47,2023-11-08,175,False,False,False,3
STU001978,PH01,2023-05-31,Free,0,22.4,27,631,26.4,26,14,2024-01-18,58,False,True,False,2
STU001978,CH01,2023-03-27,Free,0,32.8,38,1036,36.8,32,12,2024-01-11,163,False,False,False,1
STU001978,CS01,2023-11-15,Free,0,34.0,25,711,34.9,27,7,2023-12-20,203,False,False,False,8
STU001979,CS02,2023-10-14,Free,0,29.5,32,1049,32.0,35,27,2024-01-05,233,False,False,False,4
STU001979,CS03,2023-12-28,Free,0,57.9,49,1755,46.4,57,31,2024-02-15,120,False,False,False,3
STU001980,PH02,2023-03-12,Basic,999,38.3,74,1717,42.9,68,44,2023-12-18,242,False,False,False,1
STU001981,MA01,2023-12-02,Premium,5999,54.7,84,2513,55.7,71,68,2023-12-29,333,False,True,False,12
STU001982,CS01,2023-05-26,Basic,2999,30.6,22,763,82.0,24,12,2023-09-01,205,False,True,False,8
STU001982,PH01,2023-03-08,Basic,999,35.6,48,1052,68.8,42,23,2023-07-01,278,False,False,False,3
STU001983,CS01,2023-11-07,Basic,2999,36.0,27,917,59.6,28,12,2024-09-01,158,False,True,False,8
STU001983,CH01,2023-09-13,Basic,999,51.2,57,1590,77.4,51,48,2023-12-06,278,False,True,False,2
STU001983,MA01,2023-05-10,Basic,2999,29.1,37,857,52.1,37,32,2023-07-23,322,False,False,True,4
STU001984,BI03,2023-04-27,Free,0,41.5,77,3498,28.6,95,68,2023-10-07,129,False,True,False,6
STU001985,MA01,2023-03-04,Free,0,25.1,31,850,23.1,32,22,2023-08-04,65,False,False,False,8
STU001985,BI01,2023-04-21,Free,0,30.6,39,872,39.0,33,18,2023-12-16,88,False,True,False,12
STU001986,MA01,2023-01-21,Free,0,17.0,25,664,31.0,22,18,2023-09-10,324,False,False,False,6
STU001986,CS01,2023-06-16,Free,0,31.1,26,731,27.2,24,21,2024-01-30,271,False,False,False,2
STU001986,CH01,2023-12-29,Free,0,24.8,27,652,30.4,24,19,2024-12-09,85,False,True,False,6
STU001987,CH01,2023-01-08,Basic,1499,71.4,67,2279,54.2,71,56,2023-07-06,297,False,True,False,2
STU001988,MA03,2023-10-18,Basic,2999,48.4,101,4366,57.4,125,61,2024-05-12,200,False,True,False,6
STU001988,BI03,2023-08-10,Basic,999,71.6,189,4796,65.1,164,129,2024-01-25,9,False,True,False,3
STU001989,BI01,2023-10-22,Basic,999,47.8,63,1448,71.4,52,27,2024-05-19,116,False,False,False,4
STU001989,PH01,2023-05-16,Basic,1499,48.1,49,1524,62.0,57,25,2023-09-05,296,False,False,False,1
STU001990,CS03,2023-04-25,Free,0,32.1,37,756,35.2,32,11,2024-02-07,224,False,True,False,4
STU001990,CS02,2023-10-28,Free,0,27.3,28,831,42.9,32,20,2024-10-09,172,False,False,True,2
STU001990,PH02,2023-11-02,Free,0,26.8,53,1470,29.8,48,17,2024-03-13,129,False,True,False,1
STU001991,CH03,2023-03-22,Premium,9999,100.0,209,6357,75.8,210,136,2023-06-07,138,True,False,False,0
STU001991,CS02,2023-01-16,Premium,3999,78.0,110,2366,97.2,93,98,2023-02-20,189,False,False,False,1
STU001992,CH03,2023-05-31,Basic,1499,52.7,131,4091,47.7,110,98,2023-08-09,93,False,False,False,12
STU001992,BI03,2023-01-24,Basic,1499,26.2,54,1795,67.0,60,42,2023-04-25,197,False,True,False,1
STU001993,PH03,2023-10-28,Free,0,23.5,56,1981,24.6,56,17,2024-01-20,229,False,True,False,6
STU001993,MA03,2023-01-22,Free,0,16.3,45,1286,33.8,42,31,2023-06-01,207,False,False,True,6
STU001993,CS02,2023-02-22,Free,0,48.7,58,1816,39.5,58,22,2023-11-06,135,False,True,False,8
STU001994,BI01,2023-09-13,Free,0,25.7,26,836,46.1,28,10,2024-03-31,65,False,False,False,2
STU001994,MA01,2023-06-05,Free,0,26.7,40,1027,39.1,34,23,2024-03-05,242,False,False,False,8
STU001995,CS03,2023-03-07,Free,0,50.0,57,1453,28.9,50,31,2023-08-12,22,False,False,False,6
STU001995,CH03,2023-10-22,Free,0,11.8,24,985,23.5,24,10,2024-02-11,306,False,True,False,1
STU001996,BI02,2023-01-14,Premium,5999,29.8,53,1520,57.5,59,19,2023-12-30,330,False,False,False,4
STU001997,CS02,2023-04-06,Basic,1499,93.8,95,2917,61.1,112,62,2023-11-23,12,True,False,False,0
STU001998,BI01,2023-05-24,Free,0,37.1,37,1124,34.2,40,12,2023-06-09,145,False,True,False,3
STU001999,PH01,2023-11-24,Free,0,23.3,24,885,33.4,27,17,2023-12-03,317,False,False,False,2
STU001999,BI01,2023-12-30,Free,0,33.4,44,1188,40.0,36,17,2024-07-22,162,False,False,False,1
STU002000,BI02,2023-03-14,Basic,999,71.8,136,4945,65.4,143,67,2023-09-10,118,False,True,False,6
STU002000,MA03,2023-01-12,Basic,999,18.3,50,1176,44.5,47,33,2023-11-26,314,False,False,False,2
STU002000,BI03,2023-01-08,Basic,2999,44.0,88,2990,62.3,101,51,2023-12-22,77,False,True,False,12
STU002001,BI01,2023-05-17,Basic,1499,53.7,54,2045,48.5,59,18,2023-08-03,126,False,False,False,6
STU002002,MA01,2023-09-17,Premium,3999,78.3,96,3446,79.2,101,77,2024-05-19,216,False,True,False,4
STU002003,MA02,2023-01-04,Free,0,18.3,28,807,35.7,34,20,2023-07-25,101,False,False,True,2
STU002003,MA03,2023-11-10,Free,0,30.8,85,2555,24.2,80,67,2024-10-13,145,False,True,False,2
STU002004,PH03,2023-06-11,Premium,9999,51.1,135,3166,62.7,122,116,2024-02-04,241,False,True,False,12
STU002004,CH03,2023-06-26,Premium,9999,100.0,204,8118,94.4,210,78,2024-01-17,21,True,False,False,0
STU002005,BI02,2023-08-02,Premium,9999,100.0,232,6098,100.0,200,171,2024-05-21,357,True,True,False,0
STU002005,CS03,2023-06-10,Premium,9999,100.0,86,3237,77.4,100,53,2023-08-27,94,True,True,False,0
STU002006,MA02,2023-04-06,Basic,2999,37.2,60,2061,58.1,70,28,2023-11-05,28,False,True,False,3
STU002006,PH03,2023-03-16,Basic,999,70.6,163,5867,72.9,169,65,2024-02-24,304,False,True,False,8
STU002007,PH03,2023-04-01,Free,0,10.1,27,664,34.5,24,13,2023-10-08,197,False,False,True,3
STU002008,BI03,2023-01-23,Basic,999,80.6,159,6524,78.6,185,116,2024-01-06,77,True,False,False,0
STU002009,MA02,2023-10-04,Basic,1499,33.6,58,1626,45.7,63,30,2024-08-13,139,False,False,False,4
STU002009,BI02,2023-10-18,Basic,999,62.8,118,4145,42.7,125,64,2024-03-23,263,False,True,False,1
STU002010,BI01,2023-01-25,Basic,2999,48.6,49,1340,61.0,53,29,2023-08-09,298,False,False,False,6
STU002011,PH03,2023-08-20,Premium,5999,33.9,72,2145,60.3,81,42,2023-11-07,134,False,False,False,6
STU002012,MA03,2023-05-09,Free,0,31.0,82,2333,40.5,80,37,2023-09-13,226,False,True,False,8
STU002013,CH03,2023-04-02,Free,0,34.0,78,2455,27.4,71,57,2023-04-07,120,False,False,False,12
STU002014,CH03,2023-12-28,Basic,1499,60.3,122,4461,48.3,126,105,2024-11-30,123,False,False,False,3
STU002015,MA02,2023-05-21,Free,0,38.2,82,1885,41.5,72,73,2023-10-08,332,False,True,False,2
STU002016,PH01,2023-09-10,Free,0,27.7,36,1054,44.9,33,12,2024-03-03,223,False,False,True,1
STU002016,BI01,2023-04-12,Free,0,40.9,43,1358,41.4,44,32,2023-10-02,193,False,True,False,4
STU002017,CH03,2023-12-31,Basic,1499,71.6,160,4343,76.5,150,141,2024-09-24,271,False,True,False,6
STU002018,MA01,2023-09-20,Premium,9999,60.5,87,2078,93.5,78,59,2024-08-18,196,False,True,False,1
STU002018,PH01,2023-01-19,Premium,5999,61.7,76,2400,83.2,74,54,2023-09-14,282,False,False,False,8
STU002019,BI01,2023-05-29,Basic,1499,53.9,58,1595,55.8,59,45,2023-09-02,194,False,True,False,2
STU002019,MA01,2023-02-27,Basic,999,45.9,59,1598,36.9,59,37,2023-04-17,279,False,False,False,2
STU002020,CS01,2023-08-15,Free,0,25.2,22,655,34.6,20,14,2024-08-12,272,False,True,False,6
STU002020,MA01,2023-11-12,Free,0,13.0,17,393,28.5,16,14,2024-08-31,31,False,False,True,6
STU002021,MA01,2023-08-31,Basic,1499,18.7,23,621,44.0,24,18,2024-06-30,88,False,False,False,4
STU002021,BI01,2023-09-14,Basic,1499,80.3,86,2201,67.3,88,70,2024-08-13,274,True,True,False,0
STU002021,CH01,2023-02-23,Basic,1499,57.4,65,1924,50.7,57,39,2024-02-19,335,False,True,False,2
STU002022,MA02,2023-09-13,Premium,3999,44.9,101,1951,58.4,85,65,2024-02-07,117,False,True,False,2
STU002022,CH02,2023-10-20,Premium,3999,37.5,59,1975,71.9,60,46,2024-04-28,233,False,True,False,2
STU002022,MA03,2023-09-12,Premium,9999,65.4,189,5661,65.6,170,65,2024-03-06,95,False,False,False,1
STU002023,CH02,2023-10-08,Premium,5999,42.2,71,2344,100.0,67,58,2023-11-22,328,False,False,False,1
STU002023,PH02,2023-12-28,Premium,3999,70.4,109,3789,75.1,126,94,2024-11-10,120,False,False,False,4
STU002024,PH01,2023-03-31,Free,0,27.4,35,775,35.4,32,28,2023-06-06,86,False,False,True,1
STU002024,BI01,2023-10-31,Free,0,44.2,54,1660,36.1,48,43,2024-04-16,18,False,True,False,6
STU002025,BI03,2023-08-04,Premium,9999,45.2,113,3276,100.0,103,49,2024-03-31,69,False,True,False,4
STU002026,CH02,2023-01-23,Basic,2999,68.3,116,3793,66.6,109,60,2023-03-29,156,False,True,False,3
STU002027,CH03,2023-10-24,Premium,3999,32.7,65,2185,78.4,68,52,2024-01-18,335,False,False,False,2
STU002028,BI01,2023-03-12,Free,0,34.2,36,870,35.9,37,21,2023-03-25,223,False,True,False,1
STU002029,CS01,2023-01-12,Free,0,40.8,27,902,40.7,32,14,2023-05-10,329,False,True,False,6
STU002029,CH01,2023-06-21,Free,0,35.8,37,1060,34.9,35,25,2023-09-04,307,False,False,False,6
STU002029,PH01,2023-08-12,Free,0,26.4,29,901,22.6,31,10,2024-08-03,313,False,False,False,1
STU002030,CS01,2023-03-25,Free,0,30.7,27,771,42.2,24,11,2023-11-18,254,False,True,False,3
STU002030,PH01,2023-02-08,Free,0,22.4,31,711,36.6,26,16,2023-12-07,94,False,False,False,12
STU002031,BI03,2023-01-20,Basic,999,44.9,106,2580,75.3,103,58,2023-11-23,187,False,False,False,1
STU002032,PH01,2023-12-17,Premium,5999,61.3,73,2074,76.9,73,39,2024-09-11,340,False,True,False,1
STU002033,PH03,2023-09-18,Free,0,20.9,51,1793,26.2,50,33,2024-07-08,312,False,False,False,2
STU002034,BI01,2023-10-28,Basic,2999,59.8,67,2278,76.0,65,27,2024-08-14,266,False,True,False,1
STU002035,CS03,2023-03-14,Free,0,53.8,62,1286,38.6,53,48,2023-12-21,282,False,True,False,2
STU002036,PH01,2023-10-15,Free,0,34.2,45,960,32.8,41,15,2024-07-29,219,False,True,False,3
STU002037,BI01,2023-08-09,Premium,3999,46.0,41,1633,95.3,50,34,2023-08-16,169,False,True,False,1
STU002038,CH01,2023-12-09,Basic,999,67.4,65,2412,59.9,67,52,2024-03-26,40,False,False,False,12
STU002039,BI03,2023-09-15,Premium,9999,78.8,206,5828,64.4,181,90,2023-09-17,238,False,False,False,8
STU002039,MA03,2023-08-22,Premium,5999,68.8,160,5788,91.4,178,70,2024-08-07,266,False,True,False,8
STU002040,MA03,2023-03-18,Free,0,31.5,76,2760,24.0,81,35,2023-05-25,95,False,True,False,3
STU002040,CH03,2023-11-12,Free,0,28.8,69,1750,33.4,60,37,2024-11-04,91,False,True,False,2
STU002041,CS02,2023-04-18,Basic,1499,92.9,114,3304,67.4,111,93,2023-10-06,308,True,True,False,0
STU002042,PH03,2023-02-20,Basic,1499,35.8,79,2251,64.6,85,65,2023-07-03,299,False,False,False,3
STU002042,MA03,2023-10-16,Basic,1499,44.9,103,3023,45.1,116,68,2023-12-05,358,False,False,False,6
STU002043,PH02,2023-02-18,Premium,5999,33.7,68,1388,89.0,60,44,2024-02-09,274,False,True,False,1
STU002043,BI02,2023-08-04,Premium,3999,54.3,117,3312,72.8,108,45,2023-09-04,139,False,False,False,8
STU002044,CS02,2023-06-30,Basic,999,26.7,30,1109,56.5,32,19,2024-01-23,145,False,True,False,8
STU002044,BI02,2023-03-11,Basic,999,56.6,118,3260,54.2,113,87,2023-11-24,296,False,False,False,2
STU002044,MA02,2023-07-27,Basic,2999,45.1,78,2342,39.7,85,33,2024-07-08,77,False,False,False,12
STU002045,PH01,2023-07-11,Premium,5999,39.6,47,1073,54.5,47,30,2023-07-14,194,False,True,False,4
STU002045,BI01,2023-12-26,Premium,5999,97.0,125,2544,69.4,106,103,2024-10-07,187,True,False,False,0
STU002045,MA01,2023-07-18,Premium,5999,66.1,97,1980,65.4,85,79,2023-11-29,101,False,True,False,2
STU002046,CH03,2023-02-25,Premium,9999,90.1,174,6587,100.0,189,70,2023-05-20,45,True,False,False,0
STU002047,BI01,2023-02-20,Basic,2999,56.0,59,2011,82.2,61,33,2023-10-05,316,False,True,False,2
STU002048,CH01,2023-03-15,Premium,9999,93.8,100,2667,70.8,93,55,2023-08-22,91,True,True,False,0
STU002049,BI02,2023-01-10,Free,0,19.1,34,1316,30.7,38,10,2023-05-03,277,False,True,False,3
STU002050,PH02,2023-05-15,Premium,5999,56.8,88,2371,85.9,102,33,2024-03-19,142,False,False,False,2
STU002050,MA02,2023-12-26,Premium,3999,89.7,148,3918,65.2,170,56,2024-03-08,168,True,True,False,0
STU002051,PH03,2023-07-22,Basic,2999,61.3,164,4748,62.4,147,117,2023-08-23,228,False,True,False,6
STU002052,MA02,2023-03-08,Premium,5999,83.9,183,4982,95.7,159,136,2023-10-24,137,True,True,False,0
STU002053,BI01,2023-03-19,Basic,2999,51.7,64,1566,60.7,56,42,2023-05-14,107,False,True,False,8
STU002053,CH01,2023-12-16,Basic,999,39.6,45,931,51.4,39,28,2024-08-14,234,False,True,False,1
STU002054,PH01,2023-06-20,Basic,999,50.9,66,1284,67.5,61,47,2024-04-17,98,False,True,False,3
STU002054,MA01,2023-07-06,Basic,2999,33.4,45,1153,53.4,43,40,2024-04-09,119,False,False,False,2
STU002055,MA01,2023-09-19,Free,0,17.4,25,740,31.8,22,11,2024-05-02,231,False,False,False,4
STU002056,CS01,2023-08-31,Premium,5999,100.0,77,1847,82.5,80,41,2023-12-30,298,True,True,False,0
STU002057,BI03,2023-08-19,Basic,999,48.7,108,3557,55.5,112,61,2024-01-20,241,False,True,False,12
STU002058,MA01,2023-12-12,Premium,9999,24.5,29,829,84.7,31,15,2024-03-15,26,False,False,False,1
STU002059,BI01,2023-01-17,Basic,2999,70.4,79,2139,66.3,77,32,2023-05-17,29,False,True,False,6
STU002059,PH01,2023-04-24,Basic,999,32.0,32,1025,53.3,38,16,2023-12-09,297,False,True,False,3
STU002059,CS01,2023-07-06,Basic,2999,51.5,39,1201,55.3,41,33,2023-11-07,29,False,True,False,1
STU002060,PH01,2023-08-20,Premium,5999,67.9,67,2636,62.7,81,49,2024-06-15,309,False,True,False,8
STU002061,PH03,2023-11-23,Premium,5999,47.6,120,3410,77.7,114,107,2024-01-19,351,False,False,False,1
STU002061,MA03,2023-03-16,Premium,3999,70.1,212,6586,87.7,182,117,2023-06-27,284,False,True,False,4
STU002061,CS02,2023-02-15,Premium,9999,100.0,97,2822,86.1,120,39,2023-03-06,148,True,True,False,0
STU002062,CH01,2023-05-26,Free,0,39.9,33,1272,45.8,39,15,2023-12-09,222,False,False,False,4
STU002063,BI03,2023-10-11,Basic,2999,81.4,176,6050,69.7,187,53,2024-07-08,251,True,True,False,0
STU002064,PH01,2023-07-11,Free,0,23.6,27,814,39.6,28,15,2024-04-12,313,False,True,False,6
STU002064,CS01,2023-05-28,Free,0,23.5,21,434,49.2,18,10,2024-03-21,211,False,True,False,8
STU002064,BI01,2023-01-27,Free,0,39.5,43,974,42.9,43,34,2023-09-25,311,False,True,False,3
STU002065,BI01,2023-10-22,Premium,3999,38.2,35,968,100.0,42,12,2024-10-08,182,False,False,False,12
STU002065,CH01,2023-01-12,Premium,5999,88.3,92,2825,98.2,88,79,2023-12-21,214,True,True,False,0
STU002066,BI02,2023-03-09,Premium,3999,100.0,219,5917,94.9,200,144,2023-07-27,165,True,True,False,0
STU002067,MA03,2023-01-03,Premium,3999,28.3,60,2570,97.6,73,25,2023-03-30,190,False,True,False,8
STU002067,BI02,2023-06-04,Premium,9999,95.4,167,5529,95.5,190,96,2024-01-21,33,True,True,False,0
STU002068,PH03,2023-07-06,Basic,999,27.3,55,1629,44.6,65,31,2024-06-30,130,False,False,True,12
STU002069,CS03,2023-05-02,Basic,999,61.8,68,1583,43.0,61,38,2024-02-24,244,False,True,False,3
STU002069,MA02,2023-01-28,Basic,999,25.7,49,1273,41.4,48,27,2023-07-06,357,False,True,False,6
STU002070,MA02,2023-09-06,Free,0,29.9,49,1741,31.6,56,36,2024-03-22,92,False,False,True,2
STU002070,BI02,2023-08-16,Free,0,33.6,73,1840,48.0,67,61,2024-03-20,77,False,False,False,1
STU002071,PH01,2023-10-05,Basic,999,53.9,70,1968,55.9,64,56,2023-12-24,132,False,True,False,6
STU002071,BI01,2023-09-20,Basic,999,33.0,39,1018,73.5,36,14,2024-04-06,317,False,False,False,2
STU002072,CH01,2023-01-10,Free,0,33.0,36,1121,30.3,33,26,2023-03-16,21,False,True,False,6
STU002073,BI03,2023-07-23,Free,0,50.9,105,3679,31.3,117,38,2023-07-31,17,False,False,False,6
STU002073,CH03,2023-07-31,Free,0,31.3,77,2398,35.7,65,47,2023-11-20,229,False,True,False,12
STU002074,MA03,2023-07-01,Free,0,33.1,101,2305,41.0,86,62,2024-05-13,96,False,True,False,2
STU002074,BI02,2023-08-25,Free,0,61.0,142,4316,41.5,122,63,2024-07-17,105,False,True,False,3
STU002075,CH02,2023-12-27,Premium,3999,30.3,40,1656,83.1,48,31,2024-03-26,291,False,True,False,2
STU002075,MA02,2023-02-04,Premium,5999,43.6,70,2479,66.3,82,48,2023-09-11,256,False,False,False,3
STU002076,MA01,2023-06-01,Premium,9999,24.3,35,903,78.5,31,31,2023-06-29,139,False,True,False,3
STU002077,MA02,2023-08-19,Basic,999,37.6,73,2326,48.6,71,46,2024-06-05,86,False,False,False,4
STU002077,CS03,2023-11-25,Basic,1499,79.6,89,2766,60.1,79,35,2024-02-19,117,False,True,False,8
STU002077,CS02,2023-10-16,Basic,999,60.3,63,2445,52.2,72,32,2024-02-28,216,False,True,False,3
STU002078,MA01,2023-11-24,Premium,3999,27.8,35,938,90.3,36,24,2024-11-13,44,False,False,True,3
STU002078,PH01,2023-09-15,Premium,5999,70.0,91,2004,80.2,84,41,2024-02-14,30,False,True,False,8
STU002079,PH01,2023-01-20,Premium,3999,31.8,37,1234,72.0,38,12,2023-10-28,289,False,True,False,1
STU002079,CS01,2023-04-29,Premium,3999,100.0,76,2117,92.5,80,58,2024-04-04,338,True,False,False,0
STU002080,CH01,2023-12-20,Basic,999,41.6,36,1405,79.0,41,15,2024-02-03,24,False,True,False,8
STU002080,BI01,2023-10-20,Basic,2999,65.8,74,1848,51.2,72,27,2024-05-13,23,False,True,False,1
STU002081,CH03,2023-09-22,Basic,999,62.8,106,5311,70.1,131,45,2024-05-08,164,False,False,False,2
STU002082,CH01,2023-10-10,Premium,3999,95.5,82,2751,99.3,95,47,2023-12-10,141,True,True,False,0
STU002083,CH02,2023-05-05,Basic,1499,44.2,82,2477,51.1,70,50,2024-02-11,50,False,False,False,1
STU002083,PH02,2023-08-04,Basic,1499,16.7,33,898,34.8,30,15,2024-08-02,140,False,True,False,2
STU002084,MA02,2023-10-12,Basic,999,42.3,73,2218,48.6,80,58,2024-05-23,287,False,True,False,1
STU002084,MA03,2023-08-27,Basic,2999,25.8,70,2511,42.4,67,34,2024-04-28,58,False,False,True,2
STU002085,MA02,2023-12-19,Premium,3999,65.3,148,4303,78.7,124,82,2024-06-29,241,False,False,False,12
STU002085,CS02,2023-01-28,Premium,9999,83.1,112,2765,84.4,99,65,2023-12-08,68,True,True,False,0
STU002086,CH02,2023-05-28,Basic,1499,28.4,45,1257,65.7,45,35,2023-11-28,137,False,False,False,3
STU002086,BI03,2023-01-24,Basic,999,48.4,105,3136,61.0,111,32,2023-07-22,311,False,True,False,4
STU002087,PH02,2023-01-03,Premium,9999,60.0,113,2870,89.0,108,34,2023-12-07,134,False,False,False,3
STU002087,PH03,2023-04-07,Premium,3999,60.5,136,4557,67.0,145,63,2023-07-06,179,False,False,False,2
STU002088,PH01,2023-01-22,Free,0,11.9,16,311,29.1,14,6,2024-01-05,181,False,False,False,1
STU002088,BI01,2023-03-23,Free,0,18.9,20,513,28.6,20,14,2023-09-17,127,False,True,False,8
STU002088,CH01,2023-09-24,Free,0,45.0,50,1580,30.3,45,34,2024-07-03,301,False,True,False,12
STU002089,BI02,2023-06-17,Basic,999,38.7,87,2741,46.2,77,67,2024-06-13,189,False,False,False,12
STU002090,PH01,2023-09-26,Basic,1499,59.3,62,2219,52.9,71,26,2024-03-07,242,False,True,False,3
STU002090,CH01,2023-01-23,Basic,2999,72.2,64,2379,47.0,72,51,2023-07-24,62,False,True,False,3
STU002091,BI03,2023-09-30,Premium,9999,85.1,204,7187,74.4,195,89,2024-02-09,115,True,True,False,0
STU002092,CH03,2023-12-30,Basic,999,60.5,112,4528,54.3,127,46,2024-11-29,53,False,True,False,12
STU002092,BI02,2023-11-11,Basic,999,70.4,168,5029,57.1,140,83,2024-08-19,213,False,True,False,1
STU002092,CH02,2023-11-08,Basic,999,35.4,61,1411,50.5,56,24,2024-10-27,126,False,True,False,12
STU002093,CH01,2023-04-25,Premium,9999,56.5,51,1617,81.4,56,41,2024-03-25,93,False,True,False,3
STU002094,MA01,2023-07-07,Basic,999,56.2,62,2172,63.5,73,43,2024-04-08,172,False,True,False,2
STU002095,BI03,2023-05-16,Free,0,27.8,71,1592,39.1,63,27,2024-01-21,70,False,True,False,8
STU002095,MA03,2023-02-12,Free,0,12.3,37,1093,30.8,31,18,2023-09-20,201,False,False,False,3
STU002096,BI02,2023-01-11,Free,0,61.9,119,3379,54.5,123,80,2023-01-19,220,False,True,False,2
STU002096,MA03,2023-10-23,Free,0,31.9,98,2832,40.0,82,43,2024-10-02,108,False,True,False,12
STU002096,CS02,2023-11-16,Free,0,39.7,42,1453,51.3,47,18,2024-06-11,166,False,False,False,4
STU002097,BI02,2023-05-12,Free,0,21.6,40,1357,29.4,43,34,2023-12-10,102,False,True,False,12
STU002097,CH03,2023-03-26,Free,0,21.3,48,1403,33.9,44,31,2024-01-27,286,False,True,False,3
STU002097,CS02,2023-04-07,Free,0,43.4,59,1617,31.0,52,44,2023-11-06,245,False,True,False,12
STU002098,MA01,2023-12-02,Free,0,24.4,34,914,41.3,31,28,2024-04-23,308,False,False,True,12
STU002098,CH01,2023-06-01,Free,0,35.9,33,1062,34.7,35,27,2024-01-16,278,False,True,False,8
