user_id,signup_date,age_group,gender,region,device_preference,loyalty_tier,is_new_user
USR002481,2025-01-31,25-34,Female,West,Desktop,Gold,False
USR002482,2024-11-13,45-54,Male,West,App,Bronze,False
USR002483,2025-02-12,55+,Male,West,Desktop,Bronze,True
USR002484,2025-03-11,18-24,Male,East,Mobile,Bronze,False
USR002485,2025-03-08,25-34,Male,West,Mobile,Bronze,False
USR002486,2025-01-06,55+,Female,South,App,Bronze,True
USR002487,2024-11-07,25-34,Female,South,Mobile,Bronze,False
USR002488,2025-03-24,45-54,Female,South,App,Platinum,True
USR002489,2024-12-02,35-44,Female,Central,Mobile,Platinum,False
USR002490,2024-10-09,25-34,Other,North,Mobile,Gold,False
USR002491,2025-02-24,25-34,Female,North,Mobile,Bronze,True
USR002492,2025-03-29,25-34,Female,Central,Desktop,Bronze,False
USR002493,2024-10-29,45-54,Male,West,Mobile,Bronze,False
USR002494,2024-11-18,25-34,Male,West,Desktop,Bronze,False
USR002495,2024-10-05,35-44,Female,West,Desktop,Gold,True
USR002496,2025-01-21,25-34,Female,Central,Mobile,Silver,True
USR002497,2024-12-20,35-44,Male,Central,Desktop,Silver,True
USR002498,2025-01-16,45-54,Male,Central,Desktop,Silver,False
USR002499,2024-11-08,55+,Male,West,Mobile,Bronze,False
USR002500,2025-01-14,25-34,Female,North,Mobile,Gold,False
USR002501,2025-03-26,45-54,Female,West,Tablet,Silver,False
USR002502,2024-11-22,45-54,Female,East,Mobile,Silver,True
USR002503,2025-01-14,35-44,Female,West,Desktop,Silver,False
USR002504,2025-02-06,55+,Male,Central,Mobile,Bronze,False
USR002505,2025-03-06,25-34,Female,South,Mobile,Platinum,False
USR002506,2025-01-29,18-24,Other,West,Mobile,Bronze,True
USR002507,2024-10-16,45-54,Male,North,Desktop,Platinum,True
USR002508,2025-03-30,25-34,Female,East,Tablet,Silver,True
USR002509,2024-11-05,45-54,Male,West,Mobile,Gold,False
USR002510,2025-02-10,45-54,Male,North,Mobile,Gold,True
USR002511,2024-11-23,18-24,Male,Central,Tablet,Gold,True
USR002512,2025-02-21,45-54,Female,Central,Desktop,Bronze,False
USR002513,2024-12-23,25-34,Female,Central,Mobile,Gold,False
USR002514,2025-03-19,35-44,Male,North,Mobile,Platinum,False
USR002515,2025-01-31,35-44,Female,West,App,Bronze,False
USR002516,2025-02-12,55+,Male,Central,Desktop,Bronze,False
USR002517,2025-01-05,18-24,Male,Central,Tablet,Bronze,False
USR002518,2024-12-20,25-34,Male,North,Desktop,Silver,True
USR002519,2024-11-14,35-44,Female,East,Mobile,Bronze,True
USR002520,2025-01-26,35-44,Male,Central,Mobile,Silver,False
USR002521,2025-02-14,35-44,Male,West,Desktop,Silver,False
USR002522,2024-12-27,18-24,Male,Central,Mobile,Platinum,True
USR002523,2025-02-17,25-34,Female,West,Mobile,Platinum,False
USR002524,2024-12-30,25-34,Female,North,Mobile,Gold,True
USR002525,2025-03-23,45-54,Female,Central,Mobile,Bronze,False
USR002526,2025-03-24,25-34,Female,West,Desktop,Bronze,False
USR002527,2025-03-14,25-34,Male,South,App,Platinum,False
USR002528,2025-03-27,55+,Female,West,Tablet,Bronze,False
USR002529,2024-12-07,18-24,Male,East,Mobile,Silver,False
USR002530,2025-03-06,55+,Male,West,Mobile,Gold,False
USR002531,2025-02-01,35-44,Female,East,Tablet,Bronze,False
USR002532,2024-11-19,45-54,Female,North,Desktop,Gold,False
USR002533,2024-12-03,25-34,Male,Central,Desktop,Bronze,False
USR002534,2024-12-11,18-24,Female,West,Desktop,Bronze,False
USR002535,2025-02-20,35-44,Female,West,Desktop,Gold,True
USR002536,2024-12-16,45-54,Female,West,Desktop,Bronze,True
USR002537,2024-11-27,35-44,Male,East,Desktop,Bronze,True
USR002538,2024-12-16,18-24,Male,West,Mobile,Gold,False
USR002539,2024-12-13,45-54,Female,North,Tablet,Bronze,False
USR002540,2025-03-30,45-54,Female,East,Mobile,Gold,False
USR002541,2024-11-23,35-44,Female,West,App,Silver,False
USR002542,2025-03-26,45-54,Female,West,Desktop,Bronze,True
USR002543,2025-03-30,45-54,Female,Central,Desktop,Gold,False
USR002544,2025-02-03,35-44,Female,Central,App,Bronze,False
USR002545,2024-12-21,18-24,Male,North,Desktop,Gold,False
USR002546,2025-01-31,25-34,Female,North,Mobile,Gold,False
USR002547,2024-12-29,18-24,Female,West,Tablet,Silver,True
USR002548,2025-02-21,25-34,Female,North,App,Silver,False
USR002549,2024-12-10,25-34,Female,Central,Mobile,Bronze,False
USR002550,2024-12-13,18-24,Male,East,Mobile,Bronze,False
USR002551,2024-11-01,25-34,Male,West,Desktop,Silver,False
USR002552,2025-02-24,18-24,Female,North,App,Bronze,False
USR002553,2025-03-23,45-54,Female,East,Mobile,Bronze,True
USR002554,2025-02-17,55+,Male,South,Mobile,Silver,True
USR002555,2025-01-06,18-24,Female,North,Mobile,Bronze,True
USR002556,2025-01-10,55+,Female,West,Desktop,Bronze,False
USR002557,2024-12-28,35-44,Male,Central,Tablet,Silver,True
USR002558,2024-11-07,25-34,Female,South,Mobile,Silver,True
USR002559,2024-12-14,18-24,Male,Central,App,Gold,True
USR002560,2024-10-11,35-44,Male,North,Desktop,Gold,True
USR002561,2024-12-13,45-54,Male,West,Mobile,Silver,True
USR002562,2024-10-21,35-44,Female,East,Desktop,Silver,False
USR002563,2024-12-28,18-24,Other,South,Desktop,Gold,False
USR002564,2025-01-22,18-24,Female,South,Mobile,Silver,False
USR002565,2025-03-17,25-34,Male,West,Desktop,Gold,False
USR002566,2024-12-05,25-34,Male,East,Tablet,Bronze,False
USR002567,2025-01-31,25-34,Female,East,Desktop,Platinum,False
USR002568,2024-11-24,25-34,Male,Central,Mobile,Platinum,True
USR002569,2024-11-21,45-54,Female,West,Tablet,Gold,True
USR002570,2025-02-15,55+,Male,North,Desktop,Gold,True
USR002571,2024-12-09,25-34,Male,Central,Mobile,Bronze,False
USR002572,2025-02-21,55+,Male,East,Tablet,Silver,True
USR002573,2025-03-28,25-34,Female,North,Mobile,Gold,True
USR002574,2024-12-09,25-34,Male,West,Desktop,Silver,False
USR002575,2024-11-05,25-34,Male,South,Desktop,Gold,False
USR002576,2024-10-28,35-44,Female,Central,Desktop,Silver,True
USR002577,2025-03-07,55+,Female,East,Desktop,Bronze,True
USR002578,2025-02-28,35-44,Female,South,App,Bronze,True
USR002579,2024-12-01,25-34,Male,West,Mobile,Gold,False
USR002580,2024-12-02,35-44,Male,South,Mobile,Bronze,False
USR002581,2024-10-13,18-24,Female,North,Mobile,Platinum,False
USR002582,2025-03-21,45-54,Male,North,Desktop,Bronze,True
USR002583,2025-02-13,35-44,Male,West,Desktop,Gold,False
USR002584,2024-11-27,25-34,Male,North,Mobile,Gold,True
USR002585,2025-03-13,35-44,Female,South,App,Gold,False
USR002586,2024-11-29,35-44,Male,North,Mobile,Gold,True
USR002587,2024-10-14,18-24,Female,South,Mobile,Bronze,True
USR002588,2024-10-26,35-44,Female,West,App,Bronze,False
USR002589,2025-01-14,25-34,Female,East,Mobile,Bronze,False
USR002590,2024-12-24,35-44,Female,North,Desktop,Silver,False
USR002591,2025-01-29,45-54,Other,South,Mobile,Bronze,False
USR002592,2024-10-26,45-54,Female,South,Desktop,Bronze,False
USR002593,2025-03-24,35-44,Male,Central,Mobile,Silver,False
USR002594,2024-11-05,35-44,Female,North,Mobile,Gold,False
USR002595,2024-10-02,18-24,Female,West,Mobile,Bronze,True
USR002596,2025-02-18,45-54,Male,Central,App,Bronze,True
USR002597,2024-11-10,25-34,Female,Central,App,Silver,False
USR002598,2025-01-13,25-34,Female,West,Tablet,Gold,False
USR002599,2025-03-17,25-34,Female,North,Mobile,Silver,False
USR002600,2025-01-30,18-24,Female,North,Mobile,Gold,False
USR002601,2025-01-31,35-44,Male,East,Mobile,Bronze,False
USR002602,2025-03-16,18-24,Male,South,Desktop,Bronze,True
USR002603,2024-11-21,35-44,Female,Central,Mobile,Silver,False
USR002604,2024-12-13,25-34,Female,East,Mobile,Bronze,False
USR002605,2024-12-22,18-24,Male,West,Mobile,Gold,False
USR002606,2024-12-13,35-44,Male,East,Tablet,Bronze,False
USR002607,2025-03-15,18-24,Male,South,Mobile,Platinum,False
USR002608,2024-10-16,25-34,Female,North,Mobile,Bronze,False
USR002609,2024-10-23,35-44,Male,South,Desktop,Bronze,False
USR002610,2025-03-16,18-24,Male,North,Desktop,Gold,False
USR002611,2025-02-24,45-54,Female,East,Mobile,Bronze,False
USR002612,2024-11-29,18-24,Male,South,Desktop,Silver,False
USR002613,2025-02-14,25-34,Male,North,Mobile,Gold,False
USR002614,2024-10-10,35-44,Female,East,Desktop,Bronze,True
USR002615,2024-11-14,25-34,Female,West,Mobile,Gold,True
USR002616,2025-01-15,18-24,Male,North,Desktop,Gold,True
USR002617,2024-11-15,25-34,Female,West,Mobile,Platinum,False
USR002618,2024-10-10,25-34,Male,Central,Mobile,Gold,True
USR002619,2025-01-10,45-54,Female,South,Mobile,Bronze,True
USR002620,2025-02-04,25-34,Male,Central,Desktop,Silver,True
USR002621,2024-11-17,45-54,Female,West,Mobile,Bronze,False
USR002622,2024-12-14,45-54,Male,North,Tablet,Silver,True
USR002623,2024-10-10,25-34,Male,Central,Desktop,Gold,True
USR002624,2024-10-03,55+,Female,East,Mobile,Platinum,True
USR002625,2024-12-16,25-34,Female,West,Mobile,Silver,False
USR002626,2025-02-23,55+,Female,West,Mobile,Bronze,False
USR002627,2025-03-04,18-24,Female,South,Tablet,Gold,False
USR002628,2024-10-28,35-44,Male,East,App,Bronze,False
USR002629,2024-12-25,25-34,Female,East,Mobile,Bronze,True
USR002630,2024-12-12,25-34,Female,Central,Mobile,Gold,False
USR002631,2025-01-25,35-44,Male,North,Desktop,Bronze,False
USR002632,2025-03-14,35-44,Female,Central,Mobile,Bronze,False
USR002633,2025-02-17,18-24,Female,Central,Desktop,Gold,False
USR002634,2025-02-12,18-24,Female,East,Tablet,Silver,True
USR002635,2025-02-04,35-44,Female,South,App,Gold,False
USR002636,2024-11-04,35-44,Female,East,Mobile,Silver,False
USR002637,2025-02-07,55+,Female,North,Mobile,Bronze,False
USR002638,2025-01-28,45-54,Male,West,Tablet,Silver,False
USR002639,2024-12-09,55+,Female,South,Mobile,Bronze,False
USR002640,2024-11-19,35-44,Male,South,Mobile,Gold,False
USR002641,2024-10-29,25-34,Male,West,Desktop,Silver,False
USR002642,2024-12-24,18-24,Male,East,Desktop,Bronze,False
USR002643,2024-11-11,45-54,Female,East,Mobile,Bronze,False
USR002644,2025-01-26,35-44,Male,East,Mobile,Bronze,False
USR002645,2025-03-15,18-24,Male,East,Mobile,Platinum,True
USR002646,2024-12-05,25-34,Female,South,Mobile,Silver,False
USR002647,2024-11-17,55+,Female,South,Mobile,Platinum,True
USR002648,2024-10-04,35-44,Female,Central,App,Gold,False
USR002649,2024-12-26,25-34,Male,South,Desktop,Gold,False
USR002650,2024-12-15,25-34,Male,East,App,Bronze,True
USR002651,2025-02-23,25-34,Male,South,Mobile,Bronze,True
USR002652,2025-03-22,25-34,Female,West,Desktop,Silver,False
USR002653,2024-11-19,25-34,Male,North,Mobile,Silver,False
USR002654,2024-11-14,18-24,Male,North,Tablet,Bronze,True
USR002655,2025-03-06,45-54,Female,Central,Mobile,Bronze,False
USR002656,2025-03-13,25-34,Female,East,Desktop,Gold,True
USR002657,2025-01-12,45-54,Male,East,App,Silver,False
USR002658,2025-01-18,45-54,Female,East,Tablet,Bronze,False
USR002659,2025-02-09,25-34,Male,North,Mobile,Bronze,True
USR002660,2024-12-23,35-44,Male,West,Desktop,Gold,False
USR002661,2024-10-23,25-34,Male,East,Mobile,Silver,False
USR002662,2025-01-11,45-54,Female,North,Desktop,Bronze,False
USR002663,2025-03-21,25-34,Female,East,Mobile,Bronze,True
USR002664,2024-10-25,35-44,Female,South,Mobile,Bronze,True
USR002665,2024-11-17,35-44,Female,West,App,Bronze,False
USR002666,2024-11-05,25-34,Female,West,App,Bronze,True
USR002667,2025-01-31,18-24,Male,South,Mobile,Platinum,False
USR002668,2024-12-22,35-44,Female,North,App,Platinum,True
USR002669,2024-12-03,35-44,Female,West,Desktop,Bronze,False
USR002670,2024-10-02,25-34,Female,West,Desktop,Gold,True
USR002671,2024-12-06,35-44,Male,West,Desktop,Silver,True
USR002672,2025-01-07,25-34,Female,East,Desktop,Bronze,False
USR002673,2024-11-30,35-44,Female,West,Mobile,Bronze,False
USR002674,2025-01-23,25-34,Female,South,Tablet,Bronze,False
USR002675,2024-12-08,45-54,Female,South,Tablet,Silver,True
USR002676,2024-12-24,25-34,Female,South,Mobile,Silver,True
USR002677,2024-12-17,25-34,Female,North,Desktop,Gold,True
USR002678,2025-02-27,18-24,Female,Central,Desktop,Bronze,False
USR002679,2025-02-24,18-24,Female,North,Desktop,Silver,False
USR002680,2024-10-03,35-44,Female,North,Mobile,Gold,False
USR002681,2024-12-06,25-34,Female,South,Mobile,Silver,True
USR002682,2025-03-17,45-54,Female,South,App,Gold,True
USR002683,2025-01-01,18-24,Male,North,Tablet,Gold,False
USR002684,2025-03-27,25-34,Male,West,Mobile,Bronze,False
USR002685,2024-11-30,25-34,Female,North,Tablet,Silver,True
USR002686,2024-10-16,18-24,Male,North,Mobile,Bronze,False
USR002687,2025-03-20,18-24,Male,North,App,Gold,False
USR002688,2024-10-31,25-34,Female,West,Tablet,Gold,True
USR002689,2025-01-28,25-34,Male,North,Tablet,Bronze,True
USR002690,2024-12-18,25-34,Female,East,Mobile,Bronze,False
USR002691,2024-11-10,35-44,Female,North,Mobile,Silver,True
USR002692,2025-01-12,35-44,Male,West,Tablet,Bronze,False
USR002693,2025-03-25,18-24,Female,North,Mobile,Bronze,False
USR002694,2025-02-06,25-34,Female,East,App,Bronze,True
USR002695,2025-03-30,55+,Female,East,Desktop,Silver,False
USR002696,2024-12-19,35-44,Male,Central,Mobile,Bronze,False
USR002697,2025-03-26,35-44,Female,North,Mobile,Gold,False
USR002698,2024-10-31,25-34,Male,West,App,Bronze,False
USR002699,2025-03-13,45-54,Male,North,Mobile,Bronze,True
USR002700,2024-12-15,45-54,Female,West,Desktop,Bronze,False
USR002701,2025-01-03,35-44,Female,East,Mobile,Gold,False
USR002702,2025-03-07,55+,Female,Central,App,Silver,False
USR002703,2024-11-26,18-24,Female,West,App,Silver,True
USR002704,2024-11-26,18-24,Female,South,Desktop,Silver,False
USR002705,2024-11-04,45-54,Male,South,Mobile,Bronze,True
USR002706,2025-01-31,45-54,Male,North,App,Silver,False
USR002707,2024-11-09,18-24,Male,West,Mobile,Gold,True
USR002708,2025-01-25,25-34,Male,West,Mobile,Platinum,True
USR002709,2025-03-05,18-24,Female,East,Mobile,Bronze,True
USR002710,2025-01-04,25-34,Male,South,Mobile,Gold,False
USR002711,2025-01-15,45-54,Female,West,Mobile,Bronze,False
USR002712,2025-03-29,35-44,Other,West,Tablet,Bronze,False
USR002713,2025-02-18,25-34,Female,North,Mobile,Silver,False
USR002714,2025-01-29,25-34,Female,South,Mobile,Gold,False
USR002715,2025-02-15,18-24,Male,West,Mobile,Gold,True
USR002716,2025-03-20,25-34,Female,West,Mobile,Silver,True
USR002717,2024-11-25,35-44,Female,North,Desktop,Gold,False
USR002718,2024-12-03,55+,Male,West,Mobile,Bronze,True
USR002719,2025-03-24,45-54,Male,East,Mobile,Bronze,False
USR002720,2025-03-02,18-24,Female,North,Mobile,Bronze,False
USR002721,2024-10-21,45-54,Female,East,Desktop,Gold,False
USR002722,2025-02-12,45-54,Female,Central,Tablet,Silver,True
USR002723,2025-01-23,45-54,Female,North,Mobile,Bronze,True
USR002724,2025-02-13,25-34,Female,South,Mobile,Gold,True
USR002725,2025-03-30,25-34,Male,East,Desktop,Silver,False
USR002726,2025-01-01,25-34,Female,North,Mobile,Bronze,True
USR002727,2024-10-20,18-24,Female,North,Tablet,Bronze,False
USR002728,2025-02-22,25-34,Female,South,Desktop,Silver,False
USR002729,2024-10-29,25-34,Female,Central,Desktop,Bronze,False
USR002730,2024-10-16,25-34,Male,East,Tablet,Gold,True
USR002731,2025-02-18,35-44,Male,West,Mobile,Gold,True
USR002732,2025-02-07,25-34,Male,North,App,Bronze,False
USR002733,2024-11-21,18-24,Male,South,App,Gold,False
USR002734,2025-02-24,55+,Female,East,Mobile,Gold,False
USR002735,2025-02-15,55+,Female,West,Mobile,Platinum,False
USR002736,2024-11-08,45-54,Male,North,Mobile,Silver,False
USR002737,2024-11-12,55+,Female,North,App,Gold,False
USR002738,2024-12-23,35-44,Female,West,Desktop,Silver,False
USR002739,2025-02-11,55+,Male,North,Mobile,Silver,False
USR002740,2025-01-22,18-24,Female,West,App,Bronze,False
USR002741,2024-10-30,25-34,Female,North,Desktop,Silver,True
USR002742,2025-03-24,25-34,Female,West,Mobile,Platinum,False
USR002743,2024-11-22,25-34,Female,East,App,Silver,False
USR002744,2025-02-27,18-24,Female,Central,Tablet,Bronze,True
USR002745,2025-02-03,35-44,Male,North,Mobile,Silver,False
USR002746,2024-10-24,45-54,Female,North,Mobile,Silver,True
USR002747,2025-02-08,35-44,Female,East,Desktop,Platinum,False
USR002748,2025-01-23,18-24,Female,Central,Mobile,Bronze,False
USR002749,2024-10-15,45-54,Male,North,Mobile,Silver,True
USR002750,2025-01-25,35-44,Male,West,Mobile,Gold,False
USR002751,2024-11-03,25-34,Female,South,Desktop,Platinum,True
USR002752,2025-02-09,35-44,Male,North,Mobile,Bronze,False
USR002753,2025-01-15,25-34,Female,East,Tablet,Bronze,False
USR002754,2025-01-25,25-34,Female,East,Desktop,Gold,False
USR002755,2025-02-22,55+,Female,West,Desktop,Gold,False
USR002756,2024-10-15,25-34,Male,North,Mobile,Bronze,False
USR002757,2025-02-21,25-34,Male,West,Tablet,Silver,False
USR002758,2025-01-27,45-54,Male,West,App,Bronze,False
USR002759,2025-03-22,35-44,Female,Central,Desktop,Bronze,True
USR002760,2024-12-18,18-24,Female,South,Mobile,Silver,False
USR002761,2024-10-06,18-24,Male,North,Tablet,Silver,False
USR002762,2025-01-10,18-24,Female,South,Desktop,Bronze,False
USR002763,2024-12-05,35-44,Male,East,Mobile,Bronze,False
USR002764,2024-10-01,25-34,Female,South,Mobile,Platinum,True
USR002765,2024-11-25,18-24,Male,West,Tablet,Silver,False
USR002766,2025-02-26,55+,Male,South,Mobile,Gold,True
USR002767,2024-10-19,35-44,Female,North,Mobile,Bronze,False
USR002768,2024-10-12,25-34,Female,East,Mobile,Bronze,False
USR002769,2025-01-17,35-44,Male,West,Mobile,Bronze,True
USR002770,2024-12-28,35-44,Male,Central,Desktop,Gold,False
USR002771,2025-03-29,18-24,Male,West,Desktop,Bronze,False
USR002772,2024-10-17,25-34,Female,South,App,Silver,False
USR002773,2025-02-16,45-54,Female,West,Tablet,Bronze,False
USR002774,2024-10-16,25-34,Male,North,Tablet,Gold,True
USR002775,2024-10-18,35-44,Female,West,Mobile,Bronze,True
USR002776,2025-01-29,25-34,Male,East,Mobile,Bronze,False
USR002777,2024-10-09,18-24,Male,South,Mobile,Bronze,False
USR002778,2024-12-13,18-24,Female,West,Mobile,Bronze,True
USR002779,2025-01-13,25-34,Female,South,Tablet,Silver,True
USR002780,2024-11-16,25-34,Male,West,Tablet,Bronze,False
USR002781,2024-11-04,18-24,Female,West,Mobile,Bronze,False
USR002782,2025-03-14,45-54,Male,South,Desktop,Platinum,False
USR002783,2025-03-15,55+,Female,Central,Mobile,Bronze,False
USR002784,2025-01-16,45-54,Female,East,Desktop,Bronze,True
USR002785,2025-01-04,45-54,Male,Central,Desktop,Gold,True
USR002786,2025-01-06,25-34,Female,South,Mobile,Silver,True
USR002787,2025-01-23,55+,Male,North,Desktop,Gold,False
USR002788,2025-01-05,25-34,Male,West,Mobile,Bronze,False
USR002789,2025-01-05,55+,Male,East,Tablet,Silver,False
USR002790,2024-10-21,55+,Male,East,Desktop,Bronze,False
USR002791,2025-03-24,35-44,Male,Central,Mobile,Bronze,False
USR002792,2025-03-19,55+,Male,North,Mobile,Bronze,True
USR002793,2025-02-16,35-44,Male,East,Desktop,Platinum,False
USR002794,2024-11-04,25-34,Male,South,Mobile,Platinum,False
USR002795,2025-03-17,25-34,Female,East,App,Silver,False
USR002796,2024-12-29,35-44,Female,Central,Desktop,Platinum,False
USR002797,2024-10-31,18-24,Male,West,Mobile,Bronze,True
USR002798,2024-11-15,35-44,Female,North,Tablet,Gold,True
USR002799,2025-02-15,55+,Female,West,Desktop,Gold,True
USR002800,2025-01-09,25-34,Male,East,Mobile,Gold,False
USR002801,2025-02-13,45-54,Male,South,Tablet,Gold,False
USR002802,2024-11-02,55+,Female,South,Mobile,Bronze,False
USR002803,2024-11-27,55+,Female,East,Desktop,Bronze,False
USR002804,2024-10-01,55+,Female,East,Desktop,Gold,True
USR002805,2024-10-06,35-44,Female,East,App,Silver,True
USR002806,2024-12-16,55+,Female,West,Desktop,Platinum,False
USR002807,2025-01-27,45-54,Female,Central,Mobile,Platinum,False
USR002808,2025-03-22,18-24,Female,South,Desktop,Silver,True
USR002809,2025-02-17,25-34,Female,East,App,Platinum,True
USR002810,2025-01-17,35-44,Male,West,Mobile,Platinum,False
USR002811,2025-02-14,25-34,Female,North,Desktop,Bronze,False
USR002812,2025-01-06,35-44,Female,West,Desktop,Silver,False
USR002813,2024-11-28,35-44,Male,South,Tablet,Bronze,True
USR002814,2024-12-03,18-24,Male,South,Tablet,Bronze,True
USR002815,2025-01-26,35-44,Female,South,Desktop,Bronze,False
USR002816,2024-12-28,45-54,Female,North,Desktop,Bronze,False
USR002817,2024-11-09,25-34,Female,West,Mobile,Silver,True
USR002818,2024-12-10,18-24,Male,Central,Mobile,Silver,False
USR002819,2024-11-18,18-24,Male,East,App,Bronze,True
USR002820,2024-10-29,25-34,Male,North,Mobile,Gold,False
USR002821,2024-10-09,55+,Female,South,Tablet,Gold,False
USR002822,2025-03-19,25-34,Female,North,Desktop,Silver,False
USR002823,2025-01-16,35-44,Female,West,Mobile,Bronze,False
USR002824,2025-03-07,25-34,Female,East,Desktop,Silver,True
USR002825,2024-10-05,25-34,Male,Central,Desktop,Bronze,True
USR002826,2024-12-01,45-54,Male,West,Mobile,Bronze,False
USR002827,2024-11-22,35-44,Female,West,Mobile,Silver,False
USR002828,2024-10-18,18-24,Female,East,Mobile,Bronze,False
USR002829,2024-10-26,25-34,Female,South,Desktop,Gold,False
USR002830,2025-03-02,18-24,Male,South,Mobile,Bronze,False
USR002831,2024-10-09,25-34,Female,Central,Mobile,Silver,True
USR002832,2025-01-23,35-44,Female,South,Desktop,Gold,False
USR002833,2025-03-03,18-24,Male,North,Mobile,Silver,False
USR002834,2025-03-22,25-34,Male,East,Desktop,Bronze,False
USR002835,2025-03-30,25-34,Female,East,Tablet,Bronze,False
USR002836,2024-10-13,55+,Male,North,Mobile,Silver,False
USR002837,2024-12-02,55+,Other,South,Mobile,Bronze,False
USR002838,2024-10-12,18-24,Male,South,Desktop,Bronze,False
USR002839,2025-01-11,45-54,Female,West,Mobile,Silver,False
USR002840,2025-01-21,25-34,Female,East,Desktop,Bronze,True
USR002841,2024-11-29,25-34,Female,West,Tablet,Silver,False
USR002842,2025-02-16,45-54,Male,North,Mobile,Bronze,False
USR002843,2024-11-25,55+,Female,South,Desktop,Silver,False
USR002844,2024-10-15,55+,Male,South,Mobile,Platinum,False
USR002845,2024-11-05,35-44,Male,East,Desktop,Bronze,False
USR002846,2025-02-06,25-34,Male,South,Tablet,Platinum,True
USR002847,2024-12-14,45-54,Male,South,Mobile,Silver,False
USR002848,2024-11-29,25-34,Female,West,App,Silver,True
USR002849,2025-02-25,35-44,Female,Central,Desktop,Silver,False
USR002850,2024-12-21,25-34,Male,West,Mobile,Bronze,False
USR002851,2025-02-25,35-44,Female,West,Mobile,Bronze,False
USR002852,2025-03-03,25-34,Male,East,Mobile,Bronze,False
USR002853,2025-03-22,25-34,Male,South,Mobile,Bronze,False
USR002854,2024-12-22,55+,Male,Central,Desktop,Bronze,True
USR002855,2024-11-30,18-24,Female,West,Desktop,Gold,False
USR002856,2024-12-17,35-44,Female,Central,Desktop,Silver,False
USR002857,2024-11-06,25-34,Male,East,App,Bronze,False
USR002858,2025-03-19,18-24,Male,South,Desktop,Bronze,True
USR002859,2025-02-11,18-24,Female,North,Mobile,Bronze,False
USR002860,2024-11-26,18-24,Female,South,Desktop,Bronze,True
USR002861,2025-01-14,45-54,Female,South,Mobile,Silver,False
USR002862,2024-12-16,25-34,Female,East,Desktop,Silver,False
USR002863,2024-12-10,55+,Female,East,Mobile,Silver,False
USR002864,2024-10-16,35-44,Female,Central,Tablet,Gold,False
USR002865,2025-02-20,25-34,Female,East,Mobile,Platinum,True
USR002866,2025-03-01,35-44,Male,West,Desktop,Silver,False
USR002867,2024-11-14,35-44,Male,North,Mobile,Bronze,False
USR002868,2025-03-10,45-54,Female,East,Desktop,Gold,False
USR002869,2025-03-23,25-34,Female,East,Tablet,Gold,False
USR002870,2025-01-18,25-34,Male,North,Mobile,Bronze,True
USR002871,2025-02-20,45-54,Female,South,Mobile,Silver,False
USR002872,2025-02-04,55+,Male,East,App,Silver,False
USR002873,2024-10-13,45-54,Male,East,Mobile,Gold,False
USR002874,2024-12-28,25-34,Male,Central,Mobile,Silver,False
USR002875,2025-03-14,45-54,Male,North,Mobile,Platinum,False
USR002876,2025-03-21,25-34,Male,South,Mobile,Gold,True
USR002877,2025-01-06,25-34,Male,South,Mobile,Silver,False
USR002878,2025-02-12,25-34,Female,West,Mobile,Bronze,False
USR002879,2024-12-21,35-44,Male,North,Desktop,Bronze,False
USR002880,2025-03-28,25-34,Female,Central,Mobile,Silver,False
USR002881,2025-01-15,25-34,Male,Central,Desktop,Bronze,False
USR002882,2025-01-13,45-54,Male,North,Mobile,Bronze,True
USR002883,2024-11-08,25-34,Female,North,Mobile,Platinum,False
USR002884,2024-12-16,18-24,Female,South,Desktop,Silver,False
USR002885,2025-01-05,18-24,Female,Central,Mobile,Silver,False
USR002886,2024-11-17,55+,Male,North,Mobile,Gold,False
USR002887,2025-02-15,35-44,Female,South,Mobile,Bronze,False
USR002888,2025-01-30,25-34,Male,West,Desktop,Gold,False
USR002889,2024-12-01,45-54,Female,West,App,Gold,False
USR002890,2024-11-27,45-54,Male,South,Mobile,Bronze,True
USR002891,2024-12-16,25-34,Female,Central,Desktop,Silver,False
USR002892,2025-03-31,35-44,Female,South,Mobile,Gold,False
USR002893,2024-11-06,45-54,Female,West,Mobile,Bronze,True
USR002894,2025-01-27,35-44,Other,West,Mobile,Platinum,False
USR002895,2024-10-15,18-24,Female,West,Mobile,Silver,False
USR002896,2025-02-21,45-54,Female,South,Mobile,Bronze,True
USR002897,2025-01-14,35-44,Female,South,Mobile,Silver,True
USR002898,2025-01-15,25-34,Male,South,Mobile,Bronze,False
USR002899,2025-02-20,25-34,Male,North,Desktop,Bronze,False
USR002900,2025-02-13,18-24,Female,West,Mobile,Bronze,False
USR002901,2024-11-04,18-24,Other,West,Mobile,Silver,True
USR002902,2025-01-08,45-54,Female,West,App,Gold,False
USR002903,2024-12-02,18-24,Male,West,Desktop,Silver,True
USR002904,2024-12-05,25-34,Female,East,Desktop,Bronze,True
USR002905,2024-11-22,35-44,Male,East,Desktop,Silver,False
USR002906,2024-12-24,18-24,Female,West,Mobile,Silver,False
USR002907,2025-03-15,55+,Male,North,Mobile,Bronze,False
USR002908,2024-10-21,25-34,Male,East,Mobile,Silver,True
USR002909,2025-01-24,25-34,Male,North,Mobile,Silver,False
USR002910,2025-01-03,25-34,Female,East,Tablet,Bronze,False
USR002911,2024-10-24,25-34,Female,North,Desktop,Gold,False
USR002912,2025-02-15,18-24,Male,North,Desktop,Bronze,False
USR002913,2024-11-18,35-44,Male,West,Mobile,Silver,False
