state_code,district_code,report_date,financial_year,month_num,workers_paid,total_wages_lakhs,wages_within_15days_lakhs,pending_wages_lakhs,avg_wage_rate,notified_wage_rate
MP,MP_D05,2023-10-01,FY2024,10,11165,816.09,667.17,139.18,237.23,247.52
MP,MP_D01,2023-11-01,FY2024,11,27135,1583.79,1398.9,253.5,233.5,247.52
MP,MP_D02,2023-11-01,FY2024,11,8322,668.1,527.73,46.07,247.03,247.52
MP,MP_D03,2023-11-01,FY2024,11,26388,1471.35,1119.68,251.28,228.22,247.52
MP,MP_D04,2023-11-01,FY2024,11,17593,833.01,567.36,107.67,228.13,247.52
MP,MP_D05,2023-11-01,FY2024,11,21997,1891.67,1664.6,227.19,249.16,247.52
MP,MP_D01,2023-12-01,FY2024,12,27848,2246.83,1414.67,432.9,251.36,247.52
MP,MP_D02,2023-12-01,FY2024,12,29491,1959.24,1778.2,126.4,231.55,247.52
MP,MP_D03,2023-12-01,FY2024,12,12637,1085.95,885.19,126.29,252.32,247.52
MP,MP_D04,2023-12-01,FY2024,12,8863,558.68,396.56,91.59,239.53,247.52
MP,MP_D05,2023-12-01,FY2024,12,13006,1082.54,979.36,131.67,241.08,247.52
MP,MP_D01,2024-01-01,FY2024,1,16604,1297.59,1053.32,121.35,250.86,247.52
MP,MP_D02,2024-01-01,FY2024,1,17544,1272.72,754.82,83.34,239.66,247.52
MP,MP_D03,2024-01-01,FY2024,1,6156,471.74,393.5,34.45,234.11,247.52
MP,MP_D04,2024-01-01,FY2024,1,29383,2193.34,1632.64,417.56,237.66,247.52
MP,MP_D05,2024-01-01,FY2024,1,27190,1850.74,1292.44,367.94,230.76,247.52
MP,MP_D01,2024-02-01,FY2024,2,30412,2000.07,1332.07,177.97,235.04,247.52
MP,MP_D02,2024-02-01,FY2024,2,11447,844.31,491.38,103.21,231.07,247.52
MP,MP_D03,2024-02-01,FY2024,2,26998,1846.64,1278.55,326.06,247.31,247.52
MP,MP_D04,2024-02-01,FY2024,2,29861,2129.95,1267.88,162.72,232.73,247.52
MP,MP_D05,2024-02-01,FY2024,2,28434,1653.3,1296.65,191.87,233.99,247.52
MP,MP_D01,2024-03-01,FY2024,3,18386,1486.14,1144.4,244.33,232.55,247.52
MP,MP_D02,2024-03-01,FY2024,3,28699,2142.17,1679.34,315.77,244.24,247.52
MP,MP_D03,2024-03-01,FY2024,3,10626,623.76,467.47,32.86,251.62,247.52
MP,MP_D04,2024-03-01,FY2024,3,15130,990.75,707.16,116.17,250.17,247.52
MP,MP_D05,2024-03-01,FY2024,3,22920,1216.55,859.25,233.73,236.26,247.52
AP,AP_D01,2019-04-01,FY2020,4,21325,1981.29,1746.43,243.86,278.75,286.0
AP,AP_D02,2019-04-01,FY2020,4,14876,959.0,735.03,100.54,274.75,286.0
AP,AP_D03,2019-04-01,FY2020,4,8013,646.93,444.66,122.29,273.2,286.0
AP,AP_D04,2019-04-01,FY2020,4,10627,923.94,709.54,82.25,265.01,286.0
AP,AP_D05,2019-04-01,FY2020,4,6606,523.67,368.67,68.47,283.6,286.0
AP,AP_D01,2019-05-01,FY2020,5,24280,1460.79,1156.13,171.41,285.44,286.0
AP,AP_D02,2019-05-01,FY2020,5,11582,949.27,546.56,108.37,280.8,286.0
AP,AP_D03,2019-05-01,FY2020,5,21012,1866.17,1503.3,264.98,291.42,286.0
AP,AP_D04,2019-05-01,FY2020,5,12280,997.21,660.54,77.4,280.53,286.0
AP,AP_D05,2019-05-01,FY2020,5,22732,1474.96,871.43,184.42,268.04,286.0
AP,AP_D01,2019-06-01,FY2020,6,22210,1408.96,787.47,149.54,283.51,286.0
AP,AP_D02,2019-06-01,FY2020,6,15304,1439.76,1236.38,161.46,279.07,286.0
AP,AP_D03,2019-06-01,FY2020,6,22394,1456.24,1338.14,248.8,288.55,286.0
AP,AP_D04,2019-06-01,FY2020,6,10057,796.42,609.17,117.32,277.96,286.0
AP,AP_D05,2019-06-01,FY2020,6,20869,1998.43,1653.61,166.37,278.27,286.0
AP,AP_D01,2019-07-01,FY2020,7,15586,1401.92,1121.94,209.79,267.25,286.0
AP,AP_D02,2019-07-01,FY2020,7,6400,353.39,282.78,31.8,265.72,286.0
AP,AP_D03,2019-07-01,FY2020,7,17596,1656.78,1079.25,95.26,276.39,286.0
AP,AP_D04,2019-07-01,FY2020,7,12105,953.07,743.38,110.17,273.98,286.0
AP,AP_D05,2019-07-01,FY2020,7,21215,1976.74,1297.29,212.32,266.98,286.0
AP,AP_D01,2019-08-01,FY2020,8,15231,1157.53,1045.81,142.66,288.38,286.0
AP,AP_D02,2019-08-01,FY2020,8,11012,930.85,722.97,118.1,277.81,286.0
AP,AP_D03,2019-08-01,FY2020,8,23341,2082.85,1588.55,137.89,268.08,286.0
AP,AP_D04,2019-08-01,FY2020,8,15631,1060.18,882.32,174.18,280.32,286.0
AP,AP_D05,2019-08-01,FY2020,8,18587,1204.9,891.26,100.52,279.81,286.0
AP,AP_D01,2019-09-01,FY2020,9,15323,858.45,524.02,97.57,271.13,286.0
AP,AP_D02,2019-09-01,FY2020,9,16859,1036.24,901.25,164.21,273.62,286.0
AP,AP_D03,2019-09-01,FY2020,9,6179,463.24,356.95,52.22,270.78,286.0
AP,AP_D04,2019-09-01,FY2020,9,13857,818.63,722.93,158.27,273.01,286.0
AP,AP_D05,2019-09-01,FY2020,9,18159,1441.73,1311.19,222.2,282.89,286.0
AP,AP_D01,2019-10-01,FY2020,10,10085,887.34,502.64,142.4,284.36,286.0
AP,AP_D02,2019-10-01,FY2020,10,13755,905.83,763.67,112.29,265.07,286.0
AP,AP_D03,2019-10-01,FY2020,10,22631,1894.28,1188.66,267.09,275.54,286.0
AP,AP_D04,2019-10-01,FY2020,10,17541,1618.78,1077.13,106.54,286.32,286.0
AP,AP_D05,2019-10-01,FY2020,10,11300,1058.66,720.72,186.56,276.57,286.0
AP,AP_D01,2019-11-01,FY2020,11,8989,814.43,578.79,161.72,277.38,286.0
AP,AP_D02,2019-11-01,FY2020,11,14531,983.52,544.96,139.25,277.13,286.0
AP,AP_D03,2019-11-01,FY2020,11,21259,1614.14,976.46,122.38,267.76,286.0
AP,AP_D04,2019-11-01,FY2020,11,5606,472.1,296.31,89.1,278.86,286.0
AP,AP_D05,2019-11-01,FY2020,11,9041,700.31,508.2,60.78,278.36,286.0
AP,AP_D01,2019-12-01,FY2020,12,8644,580.87,470.05,103.8,281.91,286.0
AP,AP_D02,2019-12-01,FY2020,12,15689,1041.39,608.52,99.25,266.48,286.0
AP,AP_D03,2019-12-01,FY2020,12,15321,863.66,678.83,90.16,273.65,286.0
AP,AP_D04,2019-12-01,FY2020,12,5935,451.46,323.45,25.46,269.87,286.0
AP,AP_D05,2019-12-01,FY2020,12,16875,1482.91,1198.57,256.2,283.87,286.0
AP,AP_D01,2020-01-01,FY2020,1,10334,709.28,399.87,113.22,282.79,286.0
AP,AP_D02,2020-01-01,FY2020,1,23488,2070.35,1677.08,211.77,278.87,286.0
AP,AP_D03,2020-01-01,FY2020,1,9461,738.78,664.71,47.35,267.1,286.0
AP,AP_D04,2020-01-01,FY2020,1,16086,1167.84,1070.83,63.4,287.25,286.0
AP,AP_D05,2020-01-01,FY2020,1,6075,436.67,382.94,37.84,270.16,286.0
AP,AP_D01,2020-02-01,FY2020,2,23950,2210.69,1839.0,196.77,273.36,286.0
AP,AP_D02,2020-02-01,FY2020,2,21125,2012.39,1208.24,110.58,284.73,286.0
AP,AP_D03,2020-02-01,FY2020,2,14577,1211.25,699.73,183.88,288.11,286.0
AP,AP_D04,2020-02-01,FY2020,2,19770,1063.41,640.92,113.12,264.54,286.0
AP,AP_D05,2020-02-01,FY2020,2,21287,1397.57,915.56,209.43,281.61,286.0
AP,AP_D01,2020-03-01,FY2020,3,10056,895.32,549.41,170.97,288.42,286.0
AP,AP_D02,2020-03-01,FY2020,3,22089,1862.15,1146.7,233.83,276.3,286.0
AP,AP_D03,2020-03-01,FY2020,3,14923,1137.71,835.56,107.35,281.9,286.0
AP,AP_D04,2020-03-01,FY2020,3,13036,761.31,497.97,89.18,289.35,286.0
AP,AP_D05,2020-03-01,FY2020,3,7399,602.69,356.32,114.72,286.44,286.0
AP,AP_D01,2020-04-01,FY2021,4,14014,1052.17,908.02,68.49,275.07,294.58
AP,AP_D02,2020-04-01,FY2021,4,21168,1504.84,1199.73,230.24,294.35,294.58
AP,AP_D03,2020-04-01,FY2021,4,9401,725.96,464.73,95.52,297.26,294.58
AP,AP_D04,2020-04-01,FY2021,4,13728,1132.98,966.9,209.81,287.09,294.58
AP,AP_D05,2020-04-01,FY2021,4,19459,1275.7,1093.04,252.27,278.39,294.58
AP,AP_D01,2020-05-01,FY2021,5,7026,674.35,466.88,38.15,290.22,294.58
AP,AP_D02,2020-05-01,FY2021,5,11344,950.69,527.43,141.0,285.95,294.58
AP,AP_D03,2020-05-01,FY2021,5,15413,1281.47,1036.73,186.87,292.28,294.58
AP,AP_D04,2020-05-01,FY2021,5,19345,1604.31,1027.78,286.55,271.92,294.58
AP,AP_D05,2020-05-01,FY2021,5,9637,791.12,633.87,152.55,298.09,294.58
AP,AP_D01,2020-06-01,FY2021,6,8721,568.71,512.81,112.39,290.01,294.58
AP,AP_D02,2020-06-01,FY2021,6,15704,1453.28,876.09,105.9,286.83,294.58
AP,AP_D03,2020-06-01,FY2021,6,7610,641.58,539.19,65.06,298.23,294.58
AP,AP_D04,2020-06-01,FY2021,6,6808,517.61,378.69,57.22,296.26,294.58
AP,AP_D05,2020-06-01,FY2021,6,4722,387.11,239.19,56.49,271.8,294.58
AP,AP_D01,2020-07-01,FY2021,7,17696,1603.61,884.72,270.7,293.3,294.58
AP,AP_D02,2020-07-01,FY2021,7,9721,733.19,563.33,48.0,274.23,294.58
AP,AP_D03,2020-07-01,FY2021,7,4386,290.67,167.1,33.73,275.21,294.58
AP,AP_D04,2020-07-01,FY2021,7,18037,1619.13,897.0,113.51,290.44,294.58
AP,AP_D05,2020-07-01,FY2021,7,12031,931.6,637.92,86.55,276.45,294.58
AP,AP_D01,2020-08-01,FY2021,8,5156,475.78,426.25,70.93,275.37,294.58
AP,AP_D02,2020-08-01,FY2021,8,6784,568.99,316.33,99.46,290.78,294.58
AP,AP_D03,2020-08-01,FY2021,8,17221,1070.7,848.25,111.95,286.75,294.58
AP,AP_D04,2020-08-01,FY2021,8,21198,1925.95,1632.79,326.29,296.18,294.58
AP,AP_D05,2020-08-01,FY2021,8,8535,572.19,474.52,73.58,285.22,294.58
AP,AP_D01,2020-09-01,FY2021,9,19011,1640.18,1012.1,219.44,275.87,294.58
AP,AP_D02,2020-09-01,FY2021,9,18283,1342.91,790.76,128.92,272.41,294.58
AP,AP_D03,2020-09-01,FY2021,9,20105,1897.06,1652.66,314.02,277.13,294.58
AP,AP_D04,2020-09-01,FY2021,9,16248,1076.71,915.06,84.15,277.39,294.58
AP,AP_D05,2020-09-01,FY2021,9,12232,744.71,420.54,74.66,291.69,294.58
AP,AP_D01,2020-10-01,FY2021,10,4294,408.41,225.33,44.47,290.95,294.58
AP,AP_D02,2020-10-01,FY2021,10,10500,649.0,416.33,53.84,284.48,294.58
AP,AP_D03,2020-10-01,FY2021,10,16297,895.38,720.06,124.99,273.88,294.58
AP,AP_D04,2020-10-01,FY2021,10,16558,1395.88,890.69,264.06,299.91,294.58
AP,AP_D05,2020-10-01,FY2021,10,10625,764.78,632.51,51.62,298.16,294.58
AP,AP_D01,2020-11-01,FY2021,11,13310,875.05,586.11,67.21,288.03,294.58
AP,AP_D02,2020-11-01,FY2021,11,11464,887.63,696.74,48.16,281.81,294.58
AP,AP_D03,2020-11-01,FY2021,11,13295,1104.55,693.93,77.44,283.64,294.58
AP,AP_D04,2020-11-01,FY2021,11,7466,527.2,314.1,101.36,295.51,294.58
AP,AP_D05,2020-11-01,FY2021,11,9863,641.55,446.6,98.5,289.72,294.58
AP,AP_D01,2020-12-01,FY2021,12,7092,529.16,426.85,57.47,279.15,294.58
AP,AP_D02,2020-12-01,FY2021,12,15168,1569.52,870.38,165.11,299.83,294.58
AP,AP_D03,2020-12-01,FY2021,12,8622,703.57,545.43,45.38,280.36,294.58
AP,AP_D04,2020-12-01,FY2021,12,11336,667.38,369.39,89.42,291.48,294.58
AP,AP_D05,2020-12-01,FY2021,12,18057,1580.27,1283.55,88.32,290.11,294.58
AP,AP_D01,2021-01-01,FY2021,1,16298,1454.33,1188.76,280.1,283.19,294.58
AP,AP_D02,2021-01-01,FY2021,1,16348,1068.46,628.62,207.74,276.89,294.58
AP,AP_D03,2021-01-01,FY2021,1,14717,1022.0,847.69,109.82,274.19,294.58
AP,AP_D04,2021-01-01,FY2021,1,5944,432.76,320.21,38.56,288.1,294.58
AP,AP_D05,2021-01-01,FY2021,1,7370,522.16,449.09,87.15,292.01,294.58
AP,AP_D01,2021-02-01,FY2021,2,16952,1154.65,1005.13,124.1,276.76,294.58
AP,AP_D02,2021-02-01,FY2021,2,14681,890.92,672.13,63.42,289.34,294.58
AP,AP_D03,2021-02-01,FY2021,2,14715,1108.21,983.08,76.94,290.7,294.58
AP,AP_D04,2021-02-01,FY2021,2,16821,1611.89,1018.97,116.58,293.31,294.58
AP,AP_D05,2021-02-01,FY2021,2,11546,742.06,472.35,120.14,296.73,294.58
AP,AP_D01,2021-03-01,FY2021,3,11877,990.45,695.86,154.37,288.79,294.58
AP,AP_D02,2021-03-01,FY2021,3,21124,1301.72,982.58,72.97,297.75,294.58
AP,AP_D03,2021-03-01,FY2021,3,13972,948.48,578.65,176.65,297.54,294.58
AP,AP_D04,2021-03-01,FY2021,3,12882,1058.64,640.14,91.94,273.88,294.58
AP,AP_D05,2021-03-01,FY2021,3,11353,774.3,635.47,69.83,279.17,294.58
AP,AP_D01,2021-04-01,FY2022,4,15199,1345.34,911.36,240.48,294.68,303.16
AP,AP_D02,2021-04-01,FY2022,4,8023,832.18,679.28,142.92,305.81,303.16
AP,AP_D03,2021-04-01,FY2022,4,12983,1260.44,1027.57,97.32,293.79,303.16
AP,AP_D04,2021-04-01,FY2022,4,24907,2263.3,1644.33,433.87,308.68,303.16
AP,AP_D05,2021-04-01,FY2022,4,10313,932.28,746.29,141.31,300.81,303.16
AP,AP_D01,2021-05-01,FY2022,5,7378,758.85,543.53,101.74,303.9,303.16
AP,AP_D02,2021-05-01,FY2022,5,10232,737.78,609.01,56.42,305.42,303.16
AP,AP_D03,2021-05-01,FY2022,5,12362,765.52,509.05,104.35,285.53,303.16
AP,AP_D04,2021-05-01,FY2022,5,17323,1589.75,1291.23,104.72,279.25,303.16
AP,AP_D05,2021-05-01,FY2022,5,23598,1559.22,1127.11,231.03,302.52,303.16
AP,AP_D01,2021-06-01,FY2022,6,26286,2482.67,1937.79,458.74,303.92,303.16
AP,AP_D02,2021-06-01,FY2022,6,23777,2254.6,1552.05,258.75,285.78,303.16
AP,AP_D03,2021-06-01,FY2022,6,25337,2638.76,1820.81,457.86,305.02,303.16
AP,AP_D04,2021-06-01,FY2022,6,6260,589.06,503.11,98.17,282.44,303.16
AP,AP_D05,2021-06-01,FY2022,6,18228,1434.89,1237.01,232.87,287.52,303.16
AP,AP_D01,2021-07-01,FY2022,7,20387,2071.44,1616.53,107.43,308.67,303.16
AP,AP_D02,2021-07-01,FY2022,7,12679,1294.55,898.42,124.95,303.86,303.16
AP,AP_D03,2021-07-01,FY2022,7,7464,658.77,560.06,104.07,295.75,303.16
AP,AP_D04,2021-07-01,FY2022,7,11336,983.19,874.3,145.27,306.05,303.16
AP,AP_D05,2021-07-01,FY2022,7,12026,890.88,533.86,61.4,297.93,303.16
AP,AP_D01,2021-08-01,FY2022,8,14769,1224.75,1095.88,108.15,292.02,303.16
AP,AP_D02,2021-08-01,FY2022,8,11929,744.19,468.75,101.22,308.26,303.16
AP,AP_D03,2021-08-01,FY2022,8,19644,1828.69,1349.01,306.9,279.94,303.16
AP,AP_D04,2021-08-01,FY2022,8,18123,1490.8,1307.37,263.37,285.44,303.16
AP,AP_D05,2021-08-01,FY2022,8,25185,2373.31,1765.56,139.28,307.69,303.16
AP,AP_D01,2021-09-01,FY2022,9,11004,991.71,813.31,87.26,295.33,303.16
AP,AP_D02,2021-09-01,FY2022,9,24879,2510.05,2121.2,359.87,299.94,303.16
AP,AP_D03,2021-09-01,FY2022,9,9572,948.19,754.66,124.63,293.79,303.16
AP,AP_D04,2021-09-01,FY2022,9,24377,1869.82,1059.23,195.14,296.59,303.16
AP,AP_D05,2021-09-01,FY2022,9,14691,978.32,585.7,179.22,288.99,303.16
AP,AP_D01,2021-10-01,FY2022,10,10025,862.79,539.09,155.25,302.66,303.16
AP,AP_D02,2021-10-01,FY2022,10,25851,1665.11,1299.51,104.01,304.07,303.16
AP,AP_D03,2021-10-01,FY2022,10,15713,1548.43,1207.5,243.0,303.5,303.16
AP,AP_D04,2021-10-01,FY2022,10,20233,1594.01,1218.3,121.79,304.92,303.16
AP,AP_D05,2021-10-01,FY2022,10,13324,1045.99,575.94,88.39,295.68,303.16
AP,AP_D01,2021-11-01,FY2022,11,13800,1206.53,771.51,67.54,286.01,303.16
AP,AP_D02,2021-11-01,FY2022,11,15257,1368.45,1084.91,248.29,303.68,303.16
AP,AP_D03,2021-11-01,FY2022,11,7965,591.94,541.36,112.74,309.0,303.16
AP,AP_D04,2021-11-01,FY2022,11,6242,612.05,437.47,52.55,299.99,303.16
AP,AP_D05,2021-11-01,FY2022,11,21404,1453.36,820.25,270.29,289.38,303.16
AP,AP_D01,2021-12-01,FY2022,12,15404,1274.58,850.62,76.42,280.85,303.16
AP,AP_D02,2021-12-01,FY2022,12,26417,2062.75,1702.92,123.49,309.17,303.16
AP,AP_D03,2021-12-01,FY2022,12,6642,644.7,548.05,102.24,282.76,303.16
AP,AP_D04,2021-12-01,FY2022,12,19492,1589.33,1033.33,255.02,292.64,303.16
AP,AP_D05,2021-12-01,FY2022,12,26947,1774.04,1592.96,172.63,295.8,303.16
AP,AP_D01,2022-01-01,FY2022,1,25557,1888.39,1469.64,202.33,279.49,303.16
AP,AP_D02,2022-01-01,FY2022,1,15576,1595.93,916.51,239.68,294.64,303.16
AP,AP_D03,2022-01-01,FY2022,1,9406,835.14,760.97,138.82,293.12,303.16
AP,AP_D04,2022-01-01,FY2022,1,21649,2195.09,1427.49,169.53,307.27,303.16
AP,AP_D05,2022-01-01,FY2022,1,9922,605.7,522.03,54.97,278.92,303.16
AP,AP_D01,2022-02-01,FY2022,2,21189,1444.7,1274.68,208.29,305.42,303.16
AP,AP_D02,2022-02-01,FY2022,2,10198,810.42,666.2,121.7,304.76,303.16
AP,AP_D03,2022-02-01,FY2022,2,11833,749.9,493.66,143.22,298.92,303.16
AP,AP_D04,2022-02-01,FY2022,2,15440,1147.85,667.97,88.59,293.22,303.16
AP,AP_D05,2022-02-01,FY2022,2,6661,546.93,388.69,102.29,300.36,303.16
AP,AP_D01,2022-03-01,FY2022,3,6085,556.16,324.54,67.64,305.28,303.16
AP,AP_D02,2022-03-01,FY2022,3,14221,1188.07,824.04,74.58,292.65,303.16
AP,AP_D03,2022-03-01,FY2022,3,22750,1357.59,995.65,90.35,287.55,303.16
AP,AP_D04,2022-03-01,FY2022,3,16087,1665.98,1290.47,217.06,306.21,303.16
AP,AP_D05,2022-03-01,FY2022,3,21501,1778.6,1002.42,136.97,293.28,303.16
AP,AP_D01,2022-04-01,FY2023,4,20647,2013.58,1581.25,378.59,290.59,311.74
AP,AP_D02,2022-04-01,FY2023,4,26439,2311.75,1977.38,275.28,313.78,311.74
AP,AP_D03,2022-04-01,FY2023,4,23692,2250.25,1322.19,387.91,307.11,311.74
AP,AP_D04,2022-04-01,FY2023,4,12797,1119.31,625.21,194.36,297.7,311.74
AP,AP_D05,2022-04-01,FY2023,4,9253,686.72,585.01,76.97,300.85,311.74
AP,AP_D01,2022-05-01,FY2023,5,12287,1078.97,972.72,194.69,291.72,311.74
AP,AP_D02,2022-05-01,FY2023,5,9032,638.09,369.48,83.55,304.15,311.74
AP,AP_D03,2022-05-01,FY2023,5,7070,423.53,389.61,82.48,287.22,311.74
AP,AP_D04,2022-05-01,FY2023,5,8289,543.69,463.7,27.43,288.06,311.74
AP,AP_D05,2022-05-01,FY2023,5,27807,2414.78,1524.81,438.07,303.02,311.74
AP,AP_D01,2022-06-01,FY2023,6,20176,1750.76,1184.1,209.38,297.32,311.74
AP,AP_D02,2022-06-01,FY2023,6,13526,1014.03,756.8,149.76,307.56,311.74
AP,AP_D03,2022-06-01,FY2023,6,9660,573.64,333.44,92.11,296.28,311.74
AP,AP_D04,2022-06-01,FY2023,6,7082,559.77,468.54,108.4,308.51,311.74
AP,AP_D05,2022-06-01,FY2023,6,28800,2755.82,2136.98,500.6,299.52,311.74
AP,AP_D01,2022-07-01,FY2023,7,16013,1169.69,931.78,214.83,288.25,311.74
AP,AP_D02,2022-07-01,FY2023,7,15190,1274.79,1024.93,124.39,307.34,311.74
AP,AP_D03,2022-07-01,FY2023,7,7397,463.75,389.0,77.71,298.31,311.74
AP,AP_D04,2022-07-01,FY2023,7,7652,587.92,384.67,64.81,309.31,311.74
AP,AP_D05,2022-07-01,FY2023,7,14447,1225.19,776.93,231.0,300.76,311.74
AP,AP_D01,2022-08-01,FY2023,8,12882,1054.47,654.29,161.34,293.59,311.74
AP,AP_D02,2022-08-01,FY2023,8,14110,840.4,613.89,156.2,296.55,311.74
AP,AP_D03,2022-08-01,FY2023,8,23332,1629.83,1103.02,111.58,297.51,311.74
AP,AP_D04,2022-08-01,FY2023,8,11880,1247.77,876.52,82.2,310.58,311.74
AP,AP_D05,2022-08-01,FY2023,8,10610,1020.89,574.65,150.15,296.48,311.74
AP,AP_D01,2022-09-01,FY2023,9,16528,1344.71,939.36,195.8,300.1,311.74
AP,AP_D02,2022-09-01,FY2023,9,6192,489.95,426.86,44.18,299.27,311.74
AP,AP_D03,2022-09-01,FY2023,9,6163,417.38,379.91,67.09,316.45,311.74
AP,AP_D04,2022-09-01,FY2023,9,29210,3109.01,2687.67,538.82,309.44,311.74
AP,AP_D05,2022-09-01,FY2023,9,6302,575.93,460.55,114.71,292.0,311.74
AP,AP_D01,2022-10-01,FY2023,10,22663,1871.05,1691.22,107.82,296.58,311.74
AP,AP_D02,2022-10-01,FY2023,10,21511,1938.52,1151.92,365.51,287.46,311.74
AP,AP_D03,2022-10-01,FY2023,10,26378,1817.4,1205.98,93.24,290.99,311.74
AP,AP_D04,2022-10-01,FY2023,10,19867,1581.54,1333.32,316.28,303.69,311.74
AP,AP_D05,2022-10-01,FY2023,10,16525,1074.92,643.7,86.52,295.96,311.74
AP,AP_D01,2022-11-01,FY2023,11,27233,1864.13,1147.25,242.24,302.19,311.74
AP,AP_D02,2022-11-01,FY2023,11,23679,1739.15,1200.72,288.38,291.11,311.74
AP,AP_D03,2022-11-01,FY2023,11,21000,1909.55,1472.06,117.86,298.74,311.74
AP,AP_D04,2022-11-01,FY2023,11,15454,1337.63,1138.17,79.6,294.97,311.74
AP,AP_D05,2022-11-01,FY2023,11,23669,1629.61,959.65,188.79,312.96,311.74
AP,AP_D01,2022-12-01,FY2023,12,12852,1020.31,867.62,193.11,289.52,311.74
AP,AP_D02,2022-12-01,FY2023,12,28983,2608.22,2203.01,207.21,291.12,311.74
AP,AP_D03,2022-12-01,FY2023,12,22429,1878.64,1300.03,321.06,298.47,311.74
AP,AP_D04,2022-12-01,FY2023,12,24330,1549.59,1070.7,120.17,293.75,311.74
AP,AP_D05,2022-12-01,FY2023,12,16338,1366.3,1149.69,95.03,304.5,311.74
AP,AP_D01,2023-01-01,FY2023,1,10173,677.03,577.63,80.65,301.87,311.74
AP,AP_D02,2023-01-01,FY2023,1,13731,1029.0,651.7,73.09,291.67,311.74
AP,AP_D03,2023-01-01,FY2023,1,19137,1825.73,1656.92,247.89,297.65,311.74
AP,AP_D04,2023-01-01,FY2023,1,10439,1053.71,950.9,110.13,314.59,311.74
AP,AP_D05,2023-01-01,FY2023,1,7782,667.47,463.68,79.59,306.37,311.74
AP,AP_D01,2023-02-01,FY2023,2,12320,1238.45,1126.71,129.08,300.11,311.74
AP,AP_D02,2023-02-01,FY2023,2,12841,764.85,570.88,119.92,292.44,311.74
AP,AP_D03,2023-02-01,FY2023,2,21260,2007.91,1383.58,161.08,303.71,311.74
AP,AP_D04,2023-02-01,FY2023,2,26588,2678.83,2365.87,146.61,305.93,311.74
AP,AP_D05,2023-02-01,FY2023,2,6826,488.13,428.8,83.44,299.78,311.74
AP,AP_D01,2023-03-01,FY2023,3,16950,1331.04,834.79,145.38,308.11,311.74
AP,AP_D02,2023-03-01,FY2023,3,9373,728.1,434.37,74.45,288.02,311.74
AP,AP_D03,2023-03-01,FY2023,3,17040,1693.74,971.57,169.61,299.6,311.74
AP,AP_D04,2023-03-01,FY2023,3,28422,2123.66,1206.37,124.01,310.07,311.74
AP,AP_D05,2023-03-01,FY2023,3,20876,2016.01,1447.24,274.16,289.8,311.74
AP,AP_D01,2023-04-01,FY2024,4,12213,1014.79,691.73,62.57,303.45,320.32
AP,AP_D02,2023-04-01,FY2024,4,28638,2839.94,2443.07,202.27,302.85,320.32
AP,AP_D03,2023-04-01,FY2024,4,21866,2232.55,1454.23,141.14,309.14,320.32
AP,AP_D04,2023-04-01,FY2024,4,23936,2517.18,1691.14,137.51,322.51,320.32
AP,AP_D05,2023-04-01,FY2024,4,26783,1914.48,1086.68,115.82,297.69,320.32
AP,AP_D01,2023-05-01,FY2024,5,19562,1390.92,1247.44,189.68,299.77,320.32
AP,AP_D02,2023-05-01,FY2024,5,30035,2606.38,2100.09,269.84,304.94,320.32
AP,AP_D03,2023-05-01,FY2024,5,24479,2582.48,2118.28,259.83,309.16,320.32
AP,AP_D04,2023-05-01,FY2024,5,7456,614.08,439.38,54.52,301.46,320.32
AP,AP_D05,2023-05-01,FY2024,5,9678,908.61,571.09,64.57,312.08,320.32
AP,AP_D01,2023-06-01,FY2024,6,25213,2441.39,2162.25,253.33,312.51,320.32
AP,AP_D02,2023-06-01,FY2024,6,14256,1259.58,1039.2,178.51,318.19,320.32
AP,AP_D03,2023-06-01,FY2024,6,9624,735.9,531.9,91.76,303.04,320.32
AP,AP_D04,2023-06-01,FY2024,6,8138,559.67,461.78,57.03,314.0,320.32
AP,AP_D05,2023-06-01,FY2024,6,6945,556.2,456.7,62.41,304.55,320.32
AP,AP_D01,2023-07-01,FY2024,7,20489,1925.32,1609.26,347.18,318.14,320.32
AP,AP_D02,2023-07-01,FY2024,7,15019,1036.11,870.78,180.11,318.44,320.32
AP,AP_D03,2023-07-01,FY2024,7,27813,2740.02,2120.38,535.59,313.93,320.32
AP,AP_D04,2023-07-01,FY2024,7,24665,2506.76,1849.81,279.88,326.25,320.32
AP,AP_D05,2023-07-01,FY2024,7,25233,2136.34,1250.82,324.45,299.3,320.32
AP,AP_D01,2023-08-01,FY2024,8,10000,859.87,664.87,80.77,301.99,320.32
AP,AP_D02,2023-08-01,FY2024,8,27343,2234.89,1528.27,398.34,316.22,320.32
AP,AP_D03,2023-08-01,FY2024,8,20033,1593.62,1078.8,283.82,295.06,320.32
AP,AP_D04,2023-08-01,FY2024,8,30370,3125.65,2298.68,210.28,296.57,320.32
AP,AP_D05,2023-08-01,FY2024,8,26585,1807.5,1225.79,141.3,317.45,320.32
AP,AP_D01,2023-09-01,FY2024,9,7406,792.5,688.98,86.46,316.81,320.32
AP,AP_D02,2023-09-01,FY2024,9,13944,1292.19,1110.06,229.21,301.27,320.32
AP,AP_D03,2023-09-01,FY2024,9,8358,532.71,463.42,75.41,302.56,320.32
AP,AP_D04,2023-09-01,FY2024,9,24168,2389.66,1596.69,415.83,302.52,320.32
AP,AP_D05,2023-09-01,FY2024,9,8109,671.81,582.48,81.2,298.47,320.32
