state_code,district_code,report_date,financial_year,month_num,job_cards_issued,active_job_cards,households_demanded,households_employed,households_100days,person_days_total,person_days_sc,person_days_st,person_days_women,person_days_pwd,avg_days_per_hh
AP,AP_D05,2021-01-01,FY2021,1,69202,53605,17855,14992,3633,341601,71082,28029,196917,8284,22.8
AP,AP_D01,2021-02-01,FY2021,2,57605,46549,31314,28096,5190,808917,179205,61053,449909,17501,28.8
AP,AP_D02,2021-02-01,FY2021,2,53996,43177,24297,21777,4163,786849,151550,58215,443082,9519,36.1
AP,AP_D03,2021-02-01,FY2021,2,38018,29491,16793,14665,2793,533225,107150,56952,295789,12304,36.4
AP,AP_D04,2021-02-01,FY2021,2,69119,61562,24703,21977,3588,905491,187354,84140,484888,11088,41.2
AP,AP_D05,2021-02-01,FY2021,2,60540,53980,31482,27528,8324,811190,156327,56874,446997,12029,29.5
AP,AP_D01,2021-03-01,FY2021,3,39296,30530,16022,14297,2545,585719,132130,60100,313912,9591,41.0
AP,AP_D02,2021-03-01,FY2021,3,38942,31517,17268,14859,4287,607068,131159,56603,352403,8734,40.9
AP,AP_D03,2021-03-01,FY2021,3,60779,52490,33116,27710,6764,883992,170394,67798,478441,17753,31.9
AP,AP_D04,2021-03-01,FY2021,3,64454,50618,41337,37035,12657,1743840,369396,129673,983750,36923,47.1
AP,AP_D05,2021-03-01,FY2021,3,64481,57994,38446,32335,6052,973216,214639,100563,563975,19553,30.1
AP,AP_D01,2021-04-01,FY2022,4,86197,72768,63889,52602,16888,2583473,517247,210258,1512856,27499,49.1
AP,AP_D02,2021-04-01,FY2022,4,67414,53730,43371,38407,8529,1668077,415209,195223,973877,31318,43.4
AP,AP_D03,2021-04-01,FY2022,4,57960,47050,38948,31931,6516,1108890,239454,132675,589352,26066,34.7
AP,AP_D04,2021-04-01,FY2022,4,86860,68231,55863,50151,17174,1957771,383762,154462,1120084,47995,39.0
AP,AP_D05,2021-04-01,FY2022,4,76174,60970,37017,31918,7875,1606832,347849,145126,879915,22864,50.3
AP,AP_D01,2021-05-01,FY2022,5,59271,45296,31964,25996,4868,1371890,287449,151037,786110,29665,52.8
AP,AP_D02,2021-05-01,FY2022,5,87944,66240,57644,51665,16659,2014720,422303,161876,1140489,48844,39.0
AP,AP_D03,2021-05-01,FY2022,5,61395,51014,43371,36775,11797,1962420,380473,210503,1067791,41505,53.4
AP,AP_D04,2021-05-01,FY2022,5,87869,77488,56558,47295,9311,2254734,443855,232139,1195189,37151,47.7
AP,AP_D05,2021-05-01,FY2022,5,57375,51389,44474,37423,6308,1770102,358988,180879,1026874,39501,47.3
AP,AP_D01,2021-06-01,FY2022,6,74500,61921,56540,50539,12763,2054853,447085,166840,1167527,41100,40.7
AP,AP_D02,2021-06-01,FY2022,6,52549,40969,30001,26697,7028,1315091,276618,137143,732298,30487,49.3
AP,AP_D03,2021-06-01,FY2022,6,50367,41502,27313,22925,7844,867526,181030,87267,504710,15904,37.8
AP,AP_D04,2021-06-01,FY2022,6,79055,69446,46097,38967,8623,2054475,395816,181831,1172621,43778,52.7
AP,AP_D05,2021-06-01,FY2022,6,66328,55118,34083,28928,7241,1570430,322959,191701,893032,16343,54.3
AP,AP_D01,2021-07-01,FY2022,7,78259,59111,49597,44068,9230,1553449,330708,141938,858032,25423,35.3
AP,AP_D02,2021-07-01,FY2022,7,73976,57304,44958,39703,9739,1881751,385436,133705,1067239,36050,47.4
AP,AP_D03,2021-07-01,FY2022,7,71743,63485,52640,45644,13821,1447357,288954,164987,804559,27382,31.7
AP,AP_D04,2021-07-01,FY2022,7,61044,51344,28067,24317,4492,761171,159710,63838,444021,8448,31.3
AP,AP_D05,2021-07-01,FY2022,7,55583,46262,30217,24600,3725,1233852,283206,113421,688768,18916,50.2
AP,AP_D01,2021-08-01,FY2022,8,62545,52997,35234,29123,9263,788256,159936,56936,424435,22343,27.1
AP,AP_D02,2021-08-01,FY2022,8,67286,51248,35254,31344,9432,1280999,260308,153953,731962,35093,40.9
AP,AP_D03,2021-08-01,FY2022,8,81250,65160,41201,34346,7409,921654,226823,80608,517266,16430,26.8
AP,AP_D04,2021-08-01,FY2022,8,87995,70418,44614,39572,9383,1243705,292102,155181,715498,18086,31.4
AP,AP_D05,2021-08-01,FY2022,8,85032,68717,39365,34831,6537,1335304,301471,165044,721489,24587,38.3
AP,AP_D01,2021-09-01,FY2022,9,82737,62291,21610,19430,4004,646385,129892,59251,371782,14967,33.3
AP,AP_D02,2021-09-01,FY2022,9,72321,59989,31339,26047,6212,576007,130037,48979,316821,11188,22.1
AP,AP_D03,2021-09-01,FY2022,9,49382,37717,18278,15510,5009,456731,87000,48871,244635,11700,29.4
AP,AP_D04,2021-09-01,FY2022,9,89302,74092,35850,29804,7079,943084,188659,81041,525039,22865,31.6
AP,AP_D05,2021-09-01,FY2022,9,63828,56753,19447,16401,4785,378427,86805,30218,201837,4700,23.1
AP,AP_D01,2021-10-01,FY2022,10,86756,72247,30168,25339,6804,553382,136543,63558,317548,6046,21.8
AP,AP_D02,2021-10-01,FY2022,10,71019,58239,25821,21513,4387,449841,92038,34975,261557,9521,20.9
AP,AP_D03,2021-10-01,FY2022,10,83917,73399,23248,19976,3328,529546,113458,49576,290278,10174,26.5
AP,AP_D04,2021-10-01,FY2022,10,58692,47319,19792,17517,3693,377508,91518,27618,220218,5429,21.6
AP,AP_D05,2021-10-01,FY2022,10,76352,63935,23646,20982,3573,423743,94196,50288,230086,11042,20.2
AP,AP_D01,2021-11-01,FY2022,11,64811,50444,18998,15543,3931,243271,51423,25802,137050,4401,15.7
AP,AP_D02,2021-11-01,FY2022,11,66028,51766,16671,14933,4779,246116,47201,31013,138219,5108,16.5
AP,AP_D03,2021-11-01,FY2022,11,80580,64238,20989,18830,5355,311979,61769,25662,179700,4962,16.6
AP,AP_D04,2021-11-01,FY2022,11,49160,43832,11858,9615,1898,167274,36017,20946,97479,3201,17.4
AP,AP_D05,2021-11-01,FY2022,11,65277,54392,15437,12576,4248,212588,42922,20907,118942,2204,16.9
AP,AP_D01,2021-12-01,FY2022,12,54397,43883,17355,14414,3381,324782,79024,29088,174737,6425,22.5
AP,AP_D02,2021-12-01,FY2022,12,79173,60684,20918,16977,2660,368500,76608,44480,208618,7030,21.7
AP,AP_D03,2021-12-01,FY2022,12,65154,53725,14471,12884,4505,236501,46643,18592,134725,5493,18.4
AP,AP_D04,2021-12-01,FY2022,12,83361,71921,25144,21753,6257,479365,104759,52109,270097,10967,22.0
AP,AP_D05,2021-12-01,FY2022,12,73634,63169,24476,20970,6004,447372,91487,31354,252137,9758,21.3
AP,AP_D01,2022-01-01,FY2022,1,88497,71171,29506,24435,4009,745515,152816,79422,425887,14481,30.5
AP,AP_D02,2022-01-01,FY2022,1,84537,69030,26809,23877,7695,530808,101680,40022,290454,15629,22.2
AP,AP_D03,2022-01-01,FY2022,1,71385,57535,30682,26103,5561,856193,206317,103274,480099,22080,32.8
AP,AP_D04,2022-01-01,FY2022,1,55696,46560,25893,21651,6687,577443,111093,66857,311885,13067,26.7
AP,AP_D05,2022-01-01,FY2022,1,51819,46224,18027,14969,2631,491965,114487,56329,275482,9590,32.9
AP,AP_D01,2022-02-01,FY2022,2,52827,44056,20885,18753,5800,600487,119545,70328,322655,8278,32.0
AP,AP_D02,2022-02-01,FY2022,2,57027,47533,30236,25346,4231,833811,195851,69456,452922,24134,32.9
AP,AP_D03,2022-02-01,FY2022,2,87756,78854,50647,41881,8057,1289257,269568,164240,744345,31561,30.8
AP,AP_D04,2022-02-01,FY2022,2,55970,49613,32167,26529,8601,786006,153154,85996,447416,9352,29.6
AP,AP_D05,2022-02-01,FY2022,2,61468,55254,33347,29202,5623,769160,158919,65327,418478,10656,26.3
AP,AP_D01,2022-03-01,FY2022,3,72057,57589,44650,36905,8965,1117432,244606,81963,657791,28842,30.3
AP,AP_D02,2022-03-01,FY2022,3,68555,52306,36262,31848,5991,1324604,316385,153779,765858,36541,41.6
AP,AP_D03,2022-03-01,FY2022,3,87075,70602,48345,42599,12329,2143096,408946,195681,1171977,32674,50.3
AP,AP_D04,2022-03-01,FY2022,3,57483,49226,25130,22032,6360,773684,158736,83350,445433,21299,35.1
AP,AP_D05,2022-03-01,FY2022,3,83535,74741,51518,45942,14320,2216757,422730,283643,1237863,57555,48.3
AP,AP_D01,2022-04-01,FY2023,4,57432,46484,30131,25197,4400,1312848,250169,116515,709547,28594,52.1
AP,AP_D02,2022-04-01,FY2023,4,63071,49753,36609,31803,5542,1198258,245439,153886,663630,26337,37.7
AP,AP_D03,2022-04-01,FY2023,4,62507,51478,29265,23796,5800,1018115,201803,113271,600254,18237,42.8
AP,AP_D04,2022-04-01,FY2023,4,79509,71116,62186,52965,15756,1938155,427801,168122,1045963,35905,36.6
AP,AP_D05,2022-04-01,FY2023,4,57601,49240,35593,30531,5473,1125356,253210,145284,602937,17684,36.9
AP,AP_D01,2022-05-01,FY2023,5,90379,68764,63804,54691,12669,2317279,481593,204727,1351178,56717,42.4
AP,AP_D02,2022-05-01,FY2023,5,81513,70901,47361,40996,9921,2198292,458465,238714,1281456,39663,53.6
AP,AP_D03,2022-05-01,FY2023,5,54743,45294,31946,27809,9460,1294716,282211,141480,694239,19511,46.6
AP,AP_D04,2022-05-01,FY2023,5,92577,78735,44536,36894,10572,1962491,471766,171778,1149748,41327,53.2
AP,AP_D05,2022-05-01,FY2023,5,82704,69430,42459,38072,6646,1563472,373384,167472,907265,31761,41.1
AP,AP_D01,2022-06-01,FY2023,6,68520,60864,33670,29867,5858,1585548,314496,166186,924828,30871,53.1
AP,AP_D02,2022-06-01,FY2023,6,84924,73943,61820,55222,13218,2077612,400706,176155,1118984,43960,37.6
AP,AP_D03,2022-06-01,FY2023,6,59995,45346,25080,22191,5953,928836,226314,68930,546916,20737,41.9
AP,AP_D04,2022-06-01,FY2023,6,59929,51051,43235,36690,11826,1361579,281479,102948,738864,20116,37.1
AP,AP_D05,2022-06-01,FY2023,6,92518,70472,50120,42998,14178,2429236,571364,311543,1402218,71089,56.5
AP,AP_D01,2022-07-01,FY2023,7,83180,63380,39592,34373,7566,1222889,274714,154096,650697,31042,35.6
AP,AP_D02,2022-07-01,FY2023,7,83866,75025,61149,53725,13650,1835625,408819,212787,1071528,47348,34.2
AP,AP_D03,2022-07-01,FY2023,7,60453,50777,30444,24684,4691,797532,191856,68197,436315,23286,32.3
AP,AP_D04,2022-07-01,FY2023,7,68612,51557,30015,24634,4201,777959,175504,63295,429180,21191,31.6
AP,AP_D05,2022-07-01,FY2023,7,70621,62665,41312,34945,10486,1100514,215005,120086,615425,28402,31.5
AP,AP_D01,2022-08-01,FY2023,8,92457,74728,43261,36990,12810,1447360,354175,123402,834188,22158,39.1
AP,AP_D02,2022-08-01,FY2023,8,61051,54435,22089,19811,3563,771251,159306,70216,418793,16744,38.9
AP,AP_D03,2022-08-01,FY2023,8,67237,57057,23090,18836,3200,605066,144542,74598,329572,13001,32.1
AP,AP_D04,2022-08-01,FY2023,8,85892,68140,35616,30528,5402,776684,154690,83579,415073,10713,25.4
AP,AP_D05,2022-08-01,FY2023,8,66782,50866,23271,20758,3193,749536,159699,82717,423728,10845,36.1
AP,AP_D01,2022-09-01,FY2023,9,89392,73640,38101,32254,11190,983058,243756,99150,548960,24683,30.5
AP,AP_D02,2022-09-01,FY2023,9,90860,81285,32342,28521,5479,782040,157026,71043,458182,10105,27.4
AP,AP_D03,2022-09-01,FY2023,9,79857,66995,23379,19622,5152,442390,105305,56771,240167,6077,22.5
AP,AP_D04,2022-09-01,FY2023,9,71979,62057,24052,19525,5042,644515,137588,61363,379061,15398,33.0
AP,AP_D05,2022-09-01,FY2023,9,83708,69846,38688,33735,11099,995572,233070,87037,545781,25546,29.5
AP,AP_D01,2022-10-01,FY2023,10,64956,54200,16819,14860,2557,379758,85887,30841,213622,5943,25.6
AP,AP_D02,2022-10-01,FY2023,10,66144,53095,14540,13067,2042,309697,65740,33682,170759,7270,23.7
AP,AP_D03,2022-10-01,FY2023,10,84155,71833,20384,17716,3649,295144,63423,28337,164699,7111,16.7
AP,AP_D04,2022-10-01,FY2023,10,65495,52218,14271,12441,3279,251584,58445,25722,140422,5088,20.2
AP,AP_D05,2022-10-01,FY2023,10,80032,67947,21613,17780,3223,416834,101029,39419,225161,10475,23.4
AP,AP_D01,2022-11-01,FY2023,11,88738,78274,27335,24258,3713,390403,76345,44020,208543,7779,16.1
AP,AP_D02,2022-11-01,FY2023,11,72768,57967,22993,18977,4184,434507,83349,47959,251572,12446,22.9
AP,AP_D03,2022-11-01,FY2023,11,90683,72356,25002,20425,4117,326004,68105,39939,179572,6923,16.0
AP,AP_D04,2022-11-01,FY2023,11,71023,58156,24106,20168,5555,388932,75323,38644,225114,4657,19.3
AP,AP_D05,2022-11-01,FY2023,11,54875,42420,16017,14017,3686,277198,67442,32155,160419,7280,19.8
AP,AP_D01,2022-12-01,FY2023,12,80315,65754,28338,25315,3917,428141,105975,37089,249350,7610,16.9
AP,AP_D02,2022-12-01,FY2023,12,57072,43492,12705,10576,2619,255242,63602,24628,143214,5216,24.1
AP,AP_D03,2022-12-01,FY2023,12,75730,62678,16494,13362,2265,233409,54219,19208,136236,6668,17.5
AP,AP_D04,2022-12-01,FY2023,12,95104,84724,26666,22822,4224,577340,140470,69902,321002,14533,25.3
AP,AP_D05,2022-12-01,FY2023,12,56117,42426,17357,14723,5139,256479,61898,25339,148662,6756,17.4
AP,AP_D01,2023-01-01,FY2023,1,92445,73463,40254,33155,5516,857718,205594,84403,497268,21094,25.9
AP,AP_D02,2023-01-01,FY2023,1,61082,54505,18236,16245,3425,435398,93759,34966,240117,6034,26.8
AP,AP_D03,2023-01-01,FY2023,1,60836,47333,20701,18254,4815,586822,133908,65348,334521,11143,32.1
AP,AP_D04,2023-01-01,FY2023,1,82384,62649,32976,29018,5775,883460,168527,73357,471686,22620,30.4
AP,AP_D05,2023-01-01,FY2023,1,85337,74417,23893,20431,5944,451800,103456,33906,244369,8817,22.1
AP,AP_D01,2023-02-01,FY2023,2,80796,62364,28410,23534,4653,678989,145106,74164,377709,17327,28.9
AP,AP_D02,2023-02-01,FY2023,2,83713,64373,26692,23729,3938,653063,124949,70335,368942,19420,27.5
AP,AP_D03,2023-02-01,FY2023,2,91155,73983,37840,31661,5714,865846,171382,66537,471393,13969,27.3
AP,AP_D04,2023-02-01,FY2023,2,94468,79048,55039,46426,11213,1416821,284743,111347,831255,42130,30.5
AP,AP_D05,2023-02-01,FY2023,2,53779,41547,21897,18103,4032,492304,107022,42486,271315,5851,27.2
AP,AP_D01,2023-03-01,FY2023,3,70789,63532,38016,33791,10767,1670018,396473,182993,970940,19226,49.4
AP,AP_D02,2023-03-01,FY2023,3,72330,64980,49193,44105,13492,2110318,490420,244016,1184712,60111,47.8
AP,AP_D03,2023-03-01,FY2023,3,88407,77496,55974,46873,7364,2300872,518080,202220,1240050,61181,49.1
AP,AP_D04,2023-03-01,FY2023,3,88917,77551,55234,46559,9815,1404895,337197,105712,797763,28212,30.2
AP,AP_D05,2023-03-01,FY2023,3,75164,66821,32834,28880,4632,888878,191810,65585,513192,18303,30.8
AP,AP_D01,2023-04-01,FY2024,4,54874,41488,32611,28780,6836,1334069,317494,142252,725047,29697,46.4
AP,AP_D02,2023-04-01,FY2024,4,82374,70851,55926,50178,9506,2781353,618295,306831,1490715,48983,55.4
AP,AP_D03,2023-04-01,FY2024,4,88850,76058,42195,36253,6078,2046640,499048,145853,1190159,58101,56.5
AP,AP_D04,2023-04-01,FY2024,4,69766,59854,42923,37298,8133,1530833,329842,120528,887681,25984,41.0
AP,AP_D05,2023-04-01,FY2024,4,71905,63571,46989,40362,13775,2177792,435924,214279,1281146,37996,54.0
AP,AP_D01,2023-05-01,FY2024,5,70594,55010,33446,29319,8913,1702334,402440,144019,906334,50574,58.1
AP,AP_D02,2023-05-01,FY2024,5,69165,55110,51831,44712,8628,2511047,626761,188832,1460764,44722,56.2
AP,AP_D03,2023-05-01,FY2024,5,77592,68841,66694,55595,10705,2052361,459129,145340,1138473,23535,36.9
AP,AP_D04,2023-05-01,FY2024,5,72138,54535,49670,41170,8878,2293463,538449,190683,1225429,55762,55.7
AP,AP_D05,2023-05-01,FY2024,5,71471,61816,46178,38842,9331,2051467,500831,149728,1151789,21861,52.8
AP,AP_D01,2023-06-01,FY2024,6,75038,66242,45350,40539,11193,2231352,525327,170042,1213563,39904,55.0
AP,AP_D02,2023-06-01,FY2024,6,61348,50565,36859,33027,7818,1705595,420454,209138,925319,33976,51.6
AP,AP_D03,2023-06-01,FY2024,6,69500,56293,38521,34066,8190,1555013,387115,114447,869683,39623,45.6
AP,AP_D04,2023-06-01,FY2024,6,60478,50906,32340,28720,6186,1183038,267238,95842,647232,21688,41.2
AP,AP_D05,2023-06-01,FY2024,6,69770,57820,45144,38868,10915,1582095,312599,182966,919271,23953,40.7
AP,AP_D01,2023-07-01,FY2024,7,72224,59569,40030,34800,5509,1556191,301462,152658,902062,29605,44.7
AP,AP_D02,2023-07-01,FY2024,7,60383,54209,43374,38143,8860,1287343,317310,131233,748128,21681,33.8
AP,AP_D03,2023-07-01,FY2024,7,68928,61885,41330,34000,6593,1354276,260763,132383,751807,34651,39.8
AP,AP_D04,2023-07-01,FY2024,7,69830,62664,34156,29483,4951,1325874,331051,157975,746920,26112,45.0
AP,AP_D05,2023-07-01,FY2024,7,91863,81794,68389,57835,20137,1919017,393807,144580,1048367,48663,33.2
AP,AP_D01,2023-08-01,FY2024,8,92684,80341,47346,40540,11827,1282854,308498,141923,733623,26579,31.6
AP,AP_D02,2023-08-01,FY2024,8,94167,74184,38156,33576,8345,1346956,283916,124135,785711,25979,40.1
AP,AP_D03,2023-08-01,FY2024,8,77227,61775,29837,25929,4510,1035802,245228,84360,592107,22842,39.9
AP,AP_D04,2023-08-01,FY2024,8,62010,49048,25637,22379,6215,761960,179902,87988,432085,19612,34.0
AP,AP_D05,2023-08-01,FY2024,8,68881,60765,35515,31395,8139,901458,200614,83174,515498,17592,28.7
AP,AP_D01,2023-09-01,FY2024,9,91913,78283,37911,31448,10907,988938,234714,88819,555919,12601,31.4
AP,AP_D02,2023-09-01,FY2024,9,78253,60402,27345,23745,5414,635896,154229,48654,367232,8530,26.8
AP,AP_D03,2023-09-01,FY2024,9,55226,42956,21633,18311,5941,496887,95071,56149,266636,12813,27.1
AP,AP_D04,2023-09-01,FY2024,9,61256,49116,24690,22119,4960,691878,139377,81939,393989,9585,31.3
AP,AP_D05,2023-09-01,FY2024,9,67424,51900,21378,17708,4936,593665,113224,60824,335076,16791,33.5
AP,AP_D01,2023-10-01,FY2024,10,76763,63832,22591,18845,3037,393490,76004,40541,215804,8134,20.9
AP,AP_D02,2023-10-01,FY2024,10,59704,53130,23208,19195,4197,444484,87003,40569,242273,12583,23.2
AP,AP_D03,2023-10-01,FY2024,10,92665,77558,28189,25194,8477,683009,134909,54390,389727,14226,27.1
AP,AP_D04,2023-10-01,FY2024,10,54388,41296,17987,15976,3537,419213,94583,49615,232933,5142,26.2
AP,AP_D05,2023-10-01,FY2024,10,73446,60122,22212,18202,6339,346790,70021,35236,194976,6518,19.1
AP,AP_D01,2023-11-01,FY2024,11,88965,73618,25747,22532,3492,469129,114022,33328,260043,13381,20.8
AP,AP_D02,2023-11-01,FY2024,11,69748,57110,23796,19701,3212,468216,113358,46037,262600,12508,23.8
AP,AP_D03,2023-11-01,FY2024,11,87436,69054,16782,14317,4606,345576,85486,42427,195182,6528,24.1
AP,AP_D04,2023-11-01,FY2024,11,89101,76713,25841,21134,7084,415222,87944,44750,236855,5901,19.6
AP,AP_D05,2023-11-01,FY2024,11,91950,72961,19962,16899,5003,419900,100170,53084,226089,4796,24.8
AP,AP_D01,2023-12-01,FY2024,12,79136,62797,26613,23166,7972,444109,97325,44443,241751,9682,19.2
AP,AP_D02,2023-12-01,FY2024,12,73885,60364,20074,16290,4144,326853,62127,28918,178696,5840,20.1
AP,AP_D03,2023-12-01,FY2024,12,59592,49232,19555,16948,5266,362043,80064,42947,201173,8700,21.4
AP,AP_D04,2023-12-01,FY2024,12,73486,59719,24514,20242,4407,381167,80634,31950,215269,9896,18.8
AP,AP_D05,2023-12-01,FY2024,12,89641,72131,32841,28356,6518,726578,169868,83524,393636,14071,25.6
AP,AP_D01,2024-01-01,FY2024,1,93093,76858,37201,32101,10223,766251,172045,59303,437845,18879,23.9
AP,AP_D02,2024-01-01,FY2024,1,55507,47256,19825,16279,3808,368582,79220,34300,211677,9393,22.6
AP,AP_D03,2024-01-01,FY2024,1,81399,61326,33327,29053,4556,904597,182743,94759,504763,16641,31.1
AP,AP_D04,2024-01-01,FY2024,1,94372,76970,26022,23294,7782,682707,148880,51593,394225,7857,29.3
AP,AP_D05,2024-01-01,FY2024,1,56689,47086,16877,13682,3210,299172,59723,22322,162242,7272,21.9
AP,AP_D01,2024-02-01,FY2024,2,90665,74153,40929,33272,5452,977486,217621,111798,553550,17440,29.4
AP,AP_D02,2024-02-01,FY2024,2,58971,51134,26034,22812,5762,856756,209423,107318,481588,17332,37.6
AP,AP_D03,2024-02-01,FY2024,2,65734,58527,31450,25835,6111,701676,154475,72747,386107,8022,27.2
AP,AP_D04,2024-02-01,FY2024,2,96841,83864,54651,46071,13921,1531922,309547,118670,843634,19533,33.3
AP,AP_D05,2024-02-01,FY2024,2,99354,75248,40057,34076,7160,1182879,235391,138437,650520,25818,34.7
AP,AP_D01,2024-03-01,FY2024,3,86384,76307,59586,51526,11731,2074713,489889,254469,1112516,36716,40.3
AP,AP_D02,2024-03-01,FY2024,3,89159,72642,43556,36892,9981,1859210,408244,153402,1003547,20166,50.4
AP,AP_D03,2024-03-01,FY2024,3,79187,65858,36477,31829,9492,1123105,236577,145361,620465,28320,35.3
AP,AP_D04,2024-03-01,FY2024,3,74318,64582,48878,42528,13649,2090678,469982,176135,1158063,52614,49.2
AP,AP_D05,2024-03-01,FY2024,3,83412,64783,32290,28139,5633,1130998,265563,117352,605081,15507,40.2
TN,TN_D01,2019-04-01,FY2020,4,61616,50869,31570,25191,4642,1415525,280433,87820,794003,28636,56.2
TN,TN_D02,2019-04-01,FY2020,4,66642,51908,42389,34588,10944,1230523,266270,19683,692626,19791,35.6
TN,TN_D03,2019-04-01,FY2020,4,64782,53323,36607,31071,10548,1075208,242062,50045,600437,19006,34.6
TN,TN_D04,2019-04-01,FY2020,4,58288,51312,36232,30400,4682,1133628,236362,60103,617777,14585,37.3
TN,TN_D05,2019-04-01,FY2020,4,57347,46064,34030,29558,9020,1051753,234981,40288,583335,13463,35.6
TN,TN_D01,2019-05-01,FY2020,5,65363,51339,38202,30312,5465,1127349,207865,18038,621749,11928,37.2
TN,TN_D02,2019-05-01,FY2020,5,63478,48948,46841,40944,7988,2031773,348815,133908,1099959,22074,49.6
TN,TN_D03,2019-05-01,FY2020,5,53687,40884,29642,25223,6153,1113156,197194,27490,574398,29109,44.1
TN,TN_D04,2019-05-01,FY2020,5,46314,38871,27363,22215,6173,1019149,197723,46443,549806,16377,45.9
TN,TN_D05,2019-05-01,FY2020,5,61391,52208,29821,24840,4012,979601,199476,60707,551484,11166,39.4
TN,TN_D01,2019-06-01,FY2020,6,56412,47242,28249,24276,7254,1319080,224915,30340,738198,30881,54.3
TN,TN_D02,2019-06-01,FY2020,6,73320,55618,43364,36515,5737,1658301,342557,35616,872929,37820,45.4
TN,TN_D03,2019-06-01,FY2020,6,58162,51107,34592,28208,9787,1537765,264095,86489,794440,16222,54.5
TN,TN_D04,2019-06-01,FY2020,6,51239,40499,35214,30091,10421,1502926,293213,78055,856619,36375,49.9
TN,TN_D05,2019-06-01,FY2020,6,68599,61104,35713,30499,9764,1692846,309212,68112,932475,25306,55.5
TN,TN_D01,2019-07-01,FY2020,7,62864,49576,29747,24715,6323,968013,193207,27022,502919,10596,39.2
TN,TN_D02,2019-07-01,FY2020,7,48474,40586,30967,24987,4290,1131549,213081,75915,625587,18710,45.3
TN,TN_D03,2019-07-01,FY2020,7,51803,42921,21824,17510,3242,802034,161073,8528,441448,14816,45.8
TN,TN_D04,2019-07-01,FY2020,7,59676,46673,31674,27815,4580,995552,183758,24802,530352,26244,35.8
TN,TN_D05,2019-07-01,FY2020,7,73977,57726,38991,33066,8410,1284784,233212,50483,686168,33290,38.9
TN,TN_D01,2019-08-01,FY2020,8,68667,52880,22556,19666,5056,778431,135049,32375,422194,21184,39.6
TN,TN_D02,2019-08-01,FY2020,8,44975,35353,18452,16019,5410,670816,152645,6947,344036,8688,41.9
TN,TN_D03,2019-08-01,FY2020,8,53913,47146,31483,25452,6972,1033227,204396,16751,555327,18097,40.6
TN,TN_D04,2019-08-01,FY2020,8,62052,50621,20511,18038,4666,596186,135499,11537,310824,15596,33.1
TN,TN_D05,2019-08-01,FY2020,8,50781,44173,21267,16905,4283,479149,103242,23225,270918,12294,28.3
TN,TN_D01,2019-09-01,FY2020,9,47933,41702,19767,16819,5322,467635,92573,22539,246853,6384,27.8
TN,TN_D02,2019-09-01,FY2020,9,63437,49802,16891,13378,3634,333449,71737,10840,179782,6049,24.9
TN,TN_D03,2019-09-01,FY2020,9,64646,51937,28633,25036,8001,814072,160330,34342,451423,19474,32.5
TN,TN_D04,2019-09-01,FY2020,9,73188,62755,35110,28883,9144,851697,180119,25167,474511,23853,29.5
TN,TN_D05,2019-09-01,FY2020,9,49277,41581,17219,15136,3719,349719,67464,17216,179953,7719,23.1
TN,TN_D01,2019-10-01,FY2020,10,74630,65491,17990,15820,4583,287019,49007,5819,160814,2994,18.1
TN,TN_D02,2019-10-01,FY2020,10,49796,43003,16184,13932,4168,235478,52641,5562,127912,5389,16.9
TN,TN_D03,2019-10-01,FY2020,10,47501,42581,15207,12121,4090,277010,58712,11498,155148,2953,22.9
TN,TN_D04,2019-10-01,FY2020,10,51050,41883,11578,9888,2261,191524,32597,10187,107258,3428,19.4
TN,TN_D05,2019-10-01,FY2020,10,61574,48283,18513,14682,3637,344990,77654,11343,191783,7573,23.5
TN,TN_D01,2019-11-01,FY2020,11,74480,60310,17938,15607,2494,255816,44753,15499,130628,6966,16.4
TN,TN_D02,2019-11-01,FY2020,11,57556,43201,13491,10906,2997,239162,47653,2973,131387,6419,21.9
TN,TN_D03,2019-11-01,FY2020,11,67127,58702,16207,14103,3024,213473,47092,14197,117267,3122,15.1
TN,TN_D04,2019-11-01,FY2020,11,50458,41375,16616,13378,4216,240419,52535,15679,128780,4159,18.0
TN,TN_D05,2019-11-01,FY2020,11,70041,58093,21099,17866,3226,421938,76685,27821,221531,10412,23.6
TN,TN_D01,2019-12-01,FY2020,12,51629,41182,13269,11382,2974,297642,56088,15334,165243,3878,26.2
TN,TN_D02,2019-12-01,FY2020,12,55753,45852,15185,12456,3578,233403,49612,15428,126950,5188,18.7
TN,TN_D03,2019-12-01,FY2020,12,43955,38665,12272,10383,3590,238356,50884,8752,122424,6185,23.0
TN,TN_D04,2019-12-01,FY2020,12,42748,36553,9720,8435,1531,186024,38289,6967,98675,3600,22.1
TN,TN_D05,2019-12-01,FY2020,12,52581,42891,14231,11980,2367,327350,65487,7087,176318,8945,27.3
TN,TN_D01,2020-01-01,FY2020,1,42278,36018,16262,13122,4113,328270,61592,19593,179994,9180,25.0
TN,TN_D02,2020-01-01,FY2020,1,63910,55034,28658,22835,6969,647290,112738,26224,333320,16000,28.3
TN,TN_D03,2020-01-01,FY2020,1,60944,54425,19808,16744,3220,474713,101284,25320,265319,12850,28.4
TN,TN_D04,2020-01-01,FY2020,1,44251,35466,17197,14374,2704,395527,76908,13211,220935,7179,27.5
TN,TN_D05,2020-01-01,FY2020,1,42444,32202,16922,14832,4266,370138,83768,18421,207521,9370,25.0
